S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,04-Dec-2025 10:00 AM,16-Dec-2025 12:00 PM,04-Dec-2025 10:00 AM,15-Dec-2025 05:30 PM,04-Dec-2025 10:00 AM ,15-Dec-2025 05:30 PM ,04-Dec-2025 10:00 AM,15-Dec-2025 05:30 PM,"9,100",No,fixed,,Nil,Nil,"Superintending Engineer, Mechanical Division, BBSR","Office of the Superintending Engineer, Mechanical Division, Bhubaneswar Delta Square","Supply, Fabrication Transportation and Erection of Gates and Hoists and dropping shutters of Gopiballavpur CD of Gania block under MI Division, Nayagarh for the year of 2025-26","Supply, Fabrication Transportation and Erection of Gates and Hoists and dropping shutters of Gopiballavpur CD of Gania block under MI Division, Nayagarh for the year of 2025-26",Please refer Tender documents. ,NA ,"9,09,544",Mechanical Works,NA ,Tender,90.0,30.0,"GOPIBALLAVPUR, GANIA BLOCK, NAYAGARH",752085.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"4,000",0.0,Nil,Nil,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-13(B)/W/2025-26,2025_CEMWR_122513_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",AOC,"SE, MECHANICAL DIVIDION, BHUBANESWAR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,28-Mar-2026 02:36 PM,finsummary_569149.pdf (410.38 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_122513_1,SE/MDB-13(B)/W/2025-26,"Supply, Fabrication Transportation and Erection of Gates and Hoists and dropping shutters of Gopiballavpur CD of Gania block under MI Division, Nayagarh for the year of 2025-26",1.0,3280663.0,DASH ENGINEERING AND WORKS,INR,"773,203.25",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,Jyoti Ranjan Pradhan,16-Dec-2025 01:53 PM,,BOQ Comparative Chart,1,3302919,ABHISEKH ENTERPRISERS,15-Dec-2025 03:07 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,28-Mar-2026,"INR 773,203.25",30.0,Jyoti Ranjan Pradhan,28-Mar-2026 03:20 PM,13BAOC.pdf (531.00 KB),"SE, MECHANICAL DIVIDION, BHUBANESWAR",Internal,"DIVISIONAL ACCOUNTANT, ESTIMATOR",Jyoti Ranjan Pradhan,28-Mar-2026 01:28 PM,techsummary_569149.pdf (566.47 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,3299688,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",15-Dec-2025 11:05 AM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3297289,BANASHREE BHUYAN,15-Dec-2025 03:10 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3280663,DASH ENGINEERING AND WORKS,10-Dec-2025 02:50 PM,Accepted-AOC,SUCCESSFUL BIDDER AND LOTTERY WINNER,28-Mar-2026 03:20 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3280679,Manashi Dash (Prop - M/s. Babby Engg. & Works),10-Dec-2025 02:46 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3280564,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,15-Dec-2025 08:09 AM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3280598,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,15-Dec-2025 07:55 AM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3303537,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,15-Dec-2025 01:57 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3298764,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,13-Dec-2025 08:34 AM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 02:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3291033,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),14-Dec-2025 05:48 PM,Rejected-Technical,NON RESPONSIVE,28-Mar-2026 01:28 PM,,,,,,,,,,,,,AOC
