Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,"Bid opened for the construction of ACR building at Titimiri PUPS on 28.11.2025 in presence of Committee, however the process has been completed after due finalisation.",Sanjeeb Kumar Padhy,11-Dec-2025 11:34 AM,finance_562618.pdf,BOQ Comparative Chart,1.0,3228097.0,HARIKRUSHNA PANIGRAHY,INR,"1,299,414.4",OPEPA Bhubaneswar||Samagra Shiksha Rayagada,2025_OPEPA_120903_7,SSRGD-01 2025-26,Additional Class Room building at TITIMIRI PROJECT U.P.S.under GUNUPUR Block,"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,17-Feb-2026 03:52 PM,finsummary_562618.pdf (2546.06 KB),"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,13-Feb-2026 05:50 PM,techsummary_562618.pdf (2546.06 KB),1,3228097,HARIKRUSHNA PANIGRAHY,15-Nov-2025 05:17 PM,Accepted-AOC,Selected as L1 bidder through transparent lottery System as per OPWD Norms.,30-Mar-2026 04:59 PM,30-Mar-2026,"INR 1,299,414.4",120.0,Sanjeeb Kumar Padhy,30-Mar-2026 04:59 PM,HarikrishnaPanigrahi.pdf (717.00 KB),The contract for construction of ACR Building is awarded to the L1 Bidder at the accepted contract value,AOC,1,ICICI BANK,"DEO-Cum-DPC,Rayagada","DEO-cum-DPC, Samagra Sikhshya, Near DHH, Rayagada 765001",OPEPA Bhubaneswar||Samagra Shiksha Rayagada,SSRGD-01 2025-26,2025_OPEPA_120903_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,Contractor RC,Affidavit,Undertakings,EMD, Fee details and any other documents as per DTCN",Additional Class Room building at TITIMIRI PROJECT U.P.S.under GUNUPUR Block,Additional Class Room building framed structure at TITIMIRI PROJECT U.P.S.under GUNUPURBlock,Please refer Tender documents. ,In House Monitoring ,"15,28,543",Civil Works - Buildings,NA ,Tender,120.0,NA ,TITIMIRI PROJECT U.P.S.under GUNUPUR Block,765022.0,NA ,NA ,NA ,Office of DPC Rayagada,No ,No,"6,000",Nil,Nil,No,"15,300",Yes,fixed,,Nil,Nil,07-Nov-2025 06:00 PM,21-Nov-2025 11:00 AM,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3242339,JAYADEBA PANIGRAHY,20-Nov-2025 04:36 PM,Rejected-AOC,Could not be selected in the Lottery System,30-Mar-2026 04:59 PM,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
