S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage
1.0,3250194.0,Ganesh Chandra Swain,INR,"416,250",Finance,Five bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,27-Nov-2025 01:10 PM,finance_564072.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Bharat Kumar Sethi,20-Mar-2026 12:50 PM,finsummary_564072.pdf (406.87 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_118699_1,MC(CMC)CTC_Div-IINo.18/2025-26,Construction of C.C. road from Harihar Pani res to Nimai Charan Dhala res at Haripur in Ward No. 27.,Executive Engineer,Internal,Asst. Executive Engineer,Bharat Kumar Sethi,20-Mar-2026 12:43 PM,techsummary_564072.pdf (406.87 KB),1,3245982,DILIP KUMAR NANDA,22-Nov-2025 12:06 PM,Rejected-AOC,Rejected,20-Mar-2026 01:00 PM,20-Mar-2026,"INR 416,250",30.0,Bharat Kumar Sethi,20-Mar-2026 01:00 PM,1432.pdf (99.00 KB),Work Order,AOC,"4,900",Yes,fixed,,Nil,Nil,"2,360",0.0,Nil,Nil,No,Construction of C.C. road from Harihar Pani res to Nimai Charan Dhala res at Haripur in Ward No. 27.,Construction of C.C. road from Harihar Pani res to Nimai Charan Dhala res at Haripur in Ward No. 27.,Please refer Tender documents. ,NA ,"4,89,700",Civil Works - Others,NA ,Tender,90.0,30.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.18/2025-26,2025_ORULB_118699_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-Nov-2025 01:00 PM,27-Nov-2025 11:00 AM,14-Nov-2025 01:00 PM,24-Nov-2025 05:00 PM,NA ,NA ,14-Nov-2025 01:00 PM,24-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Executive Engineer, CD-II","TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3250194,Ganesh Chandra Swain,24-Nov-2025 12:19 PM,Accepted-AOC,L1 through lottery system Accepted,20-Mar-2026 01:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3250370,PITAMBER MALIK,24-Nov-2025 12:51 PM,Rejected-AOC,Rejected,20-Mar-2026 01:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3250367,SHIBA SANKAR SETHI,24-Nov-2025 01:04 PM,Rejected-AOC,Rejected,20-Mar-2026 01:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3248995,SUMANTA DAS,23-Nov-2025 08:49 PM,Rejected-AOC,Rejected,20-Mar-2026 01:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
