S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_213,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"20,000",Yes,fixed,,Nil,Nil,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC",Construction of RCC drain from PWD Quarter front side drain towards Labanya Beauty parlour in Ward No.10,Construction of RCC drain from PWD Quarter front side drain towards Labanya Beauty parlour in Ward No.10,Please refer Tender documents. ,NA ,"19,97,539",Civil Works - Others,NA ,Tender,90.0,120.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,AOC,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,17-Mar-2026 07:03 PM,finsummary_536711.pdf (240.28 KB),1.0,2897315.0,Rajesh Kumar Nayak,INR,"1,698,108",Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_213,BM-BDK-01-2025-26,Construction of RCC drain from PWD Quarter front side drain towards Labanya Beauty parlour in Ward No.10,1,2896847,Lalatendu Mohanty,27-Apr-2025 05:25 PM,Rejected-AOC,Quoted first lowest,17-Mar-2026 07:07 PM,17-Mar-2026,"INR 1,698,108",120.0,Sourav Chakrabarty,17-Mar-2026 07:07 PM,213.pdf (159.00 KB),work order issued,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,17-Mar-2026 06:59 PM,techsummary_536711.pdf (240.28 KB),Finance,ok,TAPASA KUMAR SAMAL,05-May-2025 12:30 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2897671,Naresh Chandra Jena,28-Apr-2025 11:51 AM,Rejected-AOC,Quoted second lowest,17-Mar-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2898092,Nirmal Chandra Sethi,28-Apr-2025 02:40 PM,Rejected-AOC,Quoted fourth lowest,17-Mar-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2898047,Rajesh kumar Dash,28-Apr-2025 02:13 PM,Rejected-AOC,Quoted first lowest,17-Mar-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2897315,Rajesh Kumar Nayak,28-Apr-2025 12:36 AM,Accepted-AOC,Quoted third lowest and work awarded by conducting lottery,17-Mar-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2895421,RAKESH KUMAR NAYAK,26-Apr-2025 11:26 AM,Rejected-AOC,Quoted first lowest,17-Mar-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2895700,RATH MUNDA,28-Apr-2025 01:32 PM,Rejected-AOC,Quoted fifth lowest,17-Mar-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
