S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,3364359.0,DEEP INNOVATIVES PRIVATE LIMITED,INR,"93,996,431",Pabitra Bhutia,Internal,,PRADIP KUMAR SAHA,11-Mar-2026 01:12 PM,finsummary_575096.pdf (512.02 KB),Technical,Two bidders are admitted and Three bidders are not admitted,Golak Bihari Sahoo,07-Feb-2026 01:16 PM,technical_575096.pdf,Municipal Bodies||Talcher Municipal Council,2026_ORULB_124387_1,EO/TCRM/SAN-1/2025-26,Supply of Man power for Sanitation work and Driver from Ward No. 1 to Ward No. 21 for the year 2026-27 and 2027-28 (Two years),Finance,Two bidders are accepted,PRADIP KUMAR SAHA,09-Feb-2026 12:50 PM,finance_575096.pdf,BOQ Comparative Chart,Pabitra Bhutia,Internal,,Golak Bihari Sahoo,07-Feb-2026 01:28 PM,09-Feb-2026 11:00 AM,techsummary_575096.pdf (583.32 KB),1,3367524,ANADI CHARAN NATH,27-Jan-2026 11:41 AM,Not Admitted-Fee/PreQual/Technical,Others-As per eligible criteria No.IX i.e. local best license criteria condition is not fulfilled.,07-Feb-2026 01:16 PM,11-Mar-2026,"INR 93,996,431",730.0,PRADIP KUMAR SAHA,11-Mar-2026 01:17 PM,workordersanitation.pdf (358.00 KB),AOC,Supply of Man power for Sanitation work and Driver from Ward No. 1 to Ward No. 21 for the year 2026-27 and 2027-28 (Two years),Supply of Man power for Sanitation work and Driver from Ward No. 1 to Ward No. 21 for the year 2026-27 and 2027-28 (Two years),Please refer Tender documents. ,NA ,"9,40,24,638",Miscellaneous Works,NA ,Tender,120.0,730.0,Talcher Municipality Office,759107.0,NA ,NA ,NA ,Talcher Municipality Office,No ,No,"Executive Officer, Talcher Municipality","At / P.O. Talcher Town, Dist.Angul",12-Jan-2026 04:00 PM,28-Jan-2026 11:00 AM,12-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,NA ,NA ,12-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,09-Feb-2026 11:00 AM,Municipal Bodies||Talcher Municipal Council,EO/TCRM/SAN-1/2025-26,2026_ORULB_124387_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"9,40,246",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of TP, EMD, Contractor License, GSTIN, Experience, Affidavit and other documents as per DTCN",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3364359,DEEP INNOVATIVES PRIVATE LIMITED,23-Jan-2026 11:10 PM,Accepted-AOC,Successful,11-Mar-2026 01:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3368065,H.S MINING SERVICES,27-Jan-2026 01:41 PM,Rejected-AOC,Unsuccessful,11-Mar-2026 01:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3366315,PRATYUSH,27-Jan-2026 04:32 PM,Not Admitted-Fee/PreQual/Technical,Others-As per Eligible Criteria No.IX i.e. local best license criteria condition is not fulfilled.,07-Feb-2026 01:16 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3362489,SURENDRA BARIK INFRASERVICE PRIVATE LIMITED,27-Jan-2026 12:20 PM,Not Admitted-Fee/PreQual/Technical,Others-As per eligible criteria Point IV yearly turnover less than 5 crores,07-Feb-2026 01:16 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
