Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require",29-Jul-2025 10:00 AM,06-Aug-2025 11:00 AM,29-Jul-2025 10:00 AM,05-Aug-2025 05:00 PM,29-Jul-2025 10:00 AM ,04-Aug-2025 05:00 PM ,29-Jul-2025 10:00 AM,05-Aug-2025 05:00 PM,19-Nov-2025 12:45 PM,"9,447",Yes,percentage,1.0%,Nil,Nil,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,PKG7,Revival and restoration of Rahasoi TW under Dasarathpur Block in Jajpur District,Please refer to the DTCN ,NA ,"9,44,738",Civil Works - Lift Irrigation Schemes,Electrical work ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,"4,720",0.0,Nil,Nil,Yes,AOC,09-Dec-2025,"INR 947,683",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 01:00 PM,PKG7.pdf (45.00 KB),Revival and resoration of Rahasoi TW under Dasarathpur Block,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,08-Dec-2025 01:29 PM,finsummary_547741.pdf (43.61 KB),Finance,Opened Successfully,PURUSOTTAM VISHWAKARMA,21-Nov-2025 03:57 PM,finance_547741.pdf,BOQ Comparative Chart,Technical,Opened Successfully,AJAYA KUMAR MISHRA,08-Aug-2025 01:12 PM,technical_547741.pdf,1,3018908,AMITA RANI DAS,01-Aug-2025 08:59 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,1.0,3024182.0,MAHENDRA KUMAR PATI,INR,"947,683","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_7,1278_OLIC_18_07_25,PKG7,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,PURUSOTTAM VISHWAKARMA,19-Nov-2025 12:39 PM,19-Nov-2025 12:45 PM,techsummary_547741.pdf (32.78 KB),AOC
,,.pdf,DTCN should be filled in capital letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3022432,ANIL KUMAR SAMANTARAY,04-Aug-2025 01:51 PM,Rejected-AOC,Being L2 and L1 accepted the bid,01-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3022112,DILLIP KUMAR JENA,03-Aug-2025 11:38 AM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3023977,JAGDEV PANDA,04-Aug-2025 11:04 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3022590,KALYANI SAHOO,04-Aug-2025 09:21 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3024182,MAHENDRA KUMAR PATI,05-Aug-2025 11:11 AM,Accepted-AOC,Being L1 Accepted the Bid,01-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3023580,NIHAR RANJAN BISWAL,04-Aug-2025 06:07 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3022424,PRAMOD KUMAR NAYAK,03-Aug-2025 07:21 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3023454,Raj Kishore Parida,04-Aug-2025 08:56 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3022981,SANGITA ROUT,04-Aug-2025 12:47 PM,Rejected-Finance,Lost of the Lottery,08-Dec-2025 01:29 PM,,,,,,,,,,,,,,,,,AOC
