Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,2 BIDDERS PARTICIPATION,Niranjan Naik,09-Jun-2025 12:50 PM,,BOQ Comparative Chart,1.0,2952875.0,DEBENDRA KUMAR BEHERA,INR,"1,970,208.99","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2025_OLIC_113642_15,05/OLIC(CTC)Dt.19.05.25,REVIVAL OF K.PAHILABARA RL LI PROJECT,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,BHAGIRATHI MISHRA,16-Jan-2026 04:53 PM,finsummary_540535.pdf (560.28 KB),EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,BHAGIRATHI MISHRA,16-Jan-2026 04:50 PM,techsummary_540535.pdf (560.28 KB),02-Mar-2026,"INR 1,970,208.99",90.0,PRASANTA KUMAR BEHERA,02-Mar-2026 11:25 PM,kpahilabarapackageno15.pdf (4747.00 KB),WORK ORDER ISSUED,1,2952875,DEBENDRA KUMAR BEHERA,05-Jun-2025 03:50 PM,Accepted-AOC,OK,02-Mar-2026 11:25 PM,AOC,22-May-2025 10:00 AM,06-Jun-2025 10:00 AM,22-May-2025 10:00 AM,05-Jun-2025 05:00 PM,22-May-2025 10:00 AM ,05-Jun-2025 04:00 PM ,22-May-2025 10:00 AM,05-Jun-2025 05:00 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",05/OLIC(CTC)Dt.19.05.25,2025_OLIC_113642_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD AND OTHER DOCUMENTS AS PER DTCN",REVIVAL OF K.PAHILABARA RL LI PROJECT,REVIVAL OF K.PAHILABARA RL LI PROJECT,Please refer Tender documents. ,NA ,"19,70,209",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,ATHAGARH BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"19,702",Yes,fixed,,Nil,Nil,1,ICICI BANK,"7,080",0.0,Nil,Nil,No,EE LI CUTTACK,"O/O EXECUTIVE ENGINEER L.I. DIVISION, CUTTACK",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2952850,MAA SANTOSHI ELECTRICALS,05-Jun-2025 03:56 PM,Rejected-Technical,OK,16-Jan-2026 04:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,AOC
