Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020",1.0,ICICI BANK,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-13 of 2025-26,2025_CERWI_120179_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,28-Oct-2025 11:00 AM,10-Nov-2025 05:10 PM,28-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,NA ,NA ,28-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,26-Nov-2025 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachinriesasperDTCN,PM to Ghogar Mandir to Badnuagaon via Gosanipada,PM to Ghogar Mandir to Badnuagaon via Gosanipada,Please refer Tender documents. ,NA ,"50,85,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Sundargarh,770020.0,NA ,NA ,NA ,O/o of the Superintending Engineer,No ,No,"50,850",Yes,percentage,1.0%,Nil,Nil,AOC,1,3207004,AMAR KUMAR RAJAK,10-Nov-2025 01:34 PM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,24-Mar-2026,"INR 4,322,506",30.0,Hitesh Agarwal,24-Mar-2026 05:19 PM,557.pdf (261.00 KB),Finance,11 Nos. of Successful Bidders,Hitesh Agarwal,26-Nov-2025 10:23 AM,finance_558902.pdf,BOQ Comparative Chart,Er Hitesh Agrawal,Internal,,Hitesh Agarwal,26-Nov-2025 09:45 AM,26-Nov-2025 10:00 AM,techsummary_558902.pdf (556.15 KB),Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,24-Mar-2026 05:14 PM,finsummary_558902.pdf (332.50 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2025_CERWI_120179_2,Online-SESNG-13 of 2025-26,PM to Ghogar Mandir to Badnuagaon via Gosanipada,Technical,12 Nos of Successful Bidders,Hitesh Agarwal,26-Nov-2025 09:42 AM,technical_558902.pdf,1.0,3202238.0,JAYANTA KUMAR NAIK,INR,"4,322,506",AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3207667,BIKASH RANJAN PATTANAIK,10-Nov-2025 02:47 PM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3190549,BISHES GOND,06-Nov-2025 06:29 PM,Rejected-Technical,Insuffience Document,26-Nov-2025 09:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3208236,DHANLAXMI ESTABLISHMENT PRIVATE LIMITED,10-Nov-2025 03:59 PM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3202238,JAYANTA KUMAR NAIK,10-Nov-2025 11:24 AM,Accepted-AOC,Accepted,24-Mar-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3198665,KARTIK TAPPO,08-Nov-2025 07:02 PM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3173169,M/s ANUP ROY,07-Nov-2025 12:20 AM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3206248,"M/S GURUJIT ENTERPRISES, PROP-BHABANI SANKAR PANIGRAHI",10-Nov-2025 12:30 PM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3183267,Pankaj Kumar Agrawal,05-Nov-2025 10:38 AM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3175837,Roys infrastructure & Projects,05-Nov-2025 09:07 PM,Rejected-Finance,Rejected,24-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
