Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Nilgiri NAC,NLGN_06-MSBY/2025-26,2026_ORULB_125660_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Nilgiri NAC","Nilgiri NAC, Nilgiri, Balasore, 756040",1.0,ICICI BANK,"1,088",Yes,percentage,1.0%,Nil,Nil,07-Feb-2026 10:00 AM,17-Feb-2026 11:00 AM,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN and as per DTCN",1.0,Corrigendum for Technical BID,Technical Bid,,600.0,0.0,Nil,Nil,No,Development and maintenance of Covered Drain in different places of W.No.05 under Nilgiri NAC.,Development and maintenance of Covered Drain in different places of W.No.05 under Nilgiri NAC.,Please refer Tender documents. ,NA ,"1,08,825",Civil Works - Others,NA ,Tender,180.0,NA ,Nilgiri NAC,756040.0,NA ,NA ,NA ,O/O Nilgiri NAC,No ,No,AOC,"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,18-Mar-2026 11:53 AM,finsummary_579826.pdf (441.69 KB),"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Feb-2026 12:45 PM,techsummary_579826.pdf (441.69 KB),1,3393954,ABINASH NAYAK,12-Feb-2026 06:45 PM,Rejected-AOC,L7,18-Mar-2026 12:02 PM,Municipal Bodies||Nilgiri NAC,2026_ORULB_125660_15,NLGN_06-MSBY/2025-26,Development and maintenance of Covered Drain in different places of W.No.05 under Nilgiri NAC.,1.0,3393773.0,SITARAM PATRA,INR,"108,823",18-Mar-2026,"INR 108,823",30.0,Ansuman Parida,18-Mar-2026 12:01 PM,WO15.pdf (283.00 KB),Finance,All Contractors have quoted SOR and accepted,Ansuman Parida,21-Feb-2026 03:32 PM,finance_579826.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3394124,ASHOK KUMAR MOHAPATRA,12-Feb-2026 08:13 PM,Rejected-AOC,L8,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3395049,DHARAMJIT NAYAK,13-Feb-2026 03:19 PM,Rejected-AOC,L13,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3394390,HARISH CHANDRA RAY,12-Feb-2026 11:13 PM,Rejected-AOC,L11,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3394850,KRUTIBASH NANDA,13-Feb-2026 01:32 PM,Rejected-AOC,L12,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3393203,NILAMBAR MOHAPATRA,12-Feb-2026 08:05 AM,Rejected-AOC,L4,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3394319,PARTHASARATHI NAYAK,12-Feb-2026 10:04 PM,Rejected-AOC,L2,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3395050,Pritam Kumar Mallik,13-Feb-2026 03:24 PM,Rejected-AOC,L14,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3393311,RAJKISHORE GAAN,12-Feb-2026 11:10 AM,Rejected-AOC,l5,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3393598,RAMAKRUSHNA MOHAPATRA,12-Feb-2026 05:50 PM,Rejected-AOC,l6,18-Mar-2026 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC
