S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3206892.0,RBS ENTERPRISES,INR,"1,597,556.92",Technical,ok,Ranjita Patel,20-Nov-2025 01:23 PM,technical_560482.pdf,Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_120409_9,BRJNRM -03/2025-26,Construction of Drain with cover slab and Road at Jharanpada Itabhata W.No.16.,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,13-Mar-2026 11:24 AM,finsummary_560482.pdf (234.27 KB),"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,29-Nov-2025 01:40 PM,01-Dec-2025 11:00 AM,techsummary_560482.pdf (200.28 KB),Finance,ok,Chandramani Swain,01-Dec-2025 04:32 PM,finance_560482.pdf,BOQ Comparative Chart,13-Mar-2026,"INR 1,597,556.92",60.0,Chandramani Swain,13-Mar-2026 11:28 AM,9.pdf (234.00 KB),1,3206892,RBS ENTERPRISES,10-Nov-2025 01:34 PM,Accepted-AOC,Accepted,13-Mar-2026 11:28 AM,AOC,1,Fee/PreQual/Technical,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN","6,000",0.0,Nil,Nil,No,1,ICICI BANK,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,Construction of Drain with cover slab and Road at Jharanpada Itabhata W.No.16.,Drain with cover slab and Road,Please refer Tender documents ,NA ,"19,00,000",Civil Works - Others,NA ,Tender,90.0,60.0,Brajrajnagar Municipality,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,"19,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Brajrajnagar Municipality,BRJNRM -03/2025-26,2025_ORULB_120409_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,31-Oct-2025 06:00 PM,11-Nov-2025 11:00 AM,31-Oct-2025 06:00 PM,10-Nov-2025 05:00 PM,NA ,NA ,31-Oct-2025 06:00 PM,10-Nov-2025 05:00 PM,01-Dec-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3206681,SIKARI SWAIN,10-Nov-2025 01:09 PM,Rejected-AOC,Rejected,13-Mar-2026 11:28 AM,AOC,2,Finance,.xls,Bills of Quantity,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
