Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"EXECUTIVE OFFICER,BIRMITRAPUR MUNICIPALITY","O/O.EXECUTIVE OFFICER,BIRMITRAPUR MUNICIPALITY",Municipal Bodies||Birmitrapur Municipality,EO/BRMP/03/2025-26,2026_ORULB_125214_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,pot hole repair and drain slab casting at Bhati road in W.No-01 of Biramitrapur Municipality,pot hole repair and drain slab casting at Bhati road in W.No-01 of Biramitrapur Municipality,Please refer Tender documents. ,NA ,"6,80,436",Civil Works - Others,NA ,Rate Contract,90.0,60.0,BIRMITRAPUR MUNICIPALITY,770033.0,NA ,NA ,NA ,"O/O.EXECUTIVE OFFICER,BIRMITRAPUR MUNICIPALITY",No ,No,"4,000",0.0,Nil,Nil,No,1,ICICI BANK,"6,804",Yes,fixed,,Nil,Nil,31-Jan-2026 10:00 AM,11-Feb-2026 11:30 AM,31-Jan-2026 10:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,31-Jan-2026 10:00 AM,10-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents as per DTCN,AOC,Chairman,Internal,,RAKSHEE HARIJAN,25-Jun-2026 11:28 AM,finsummary_578361.pdf (42.07 KB),Chairman,Internal,,RAKSHEE HARIJAN,25-Mar-2026 01:00 PM,techsummary_578361.pdf (42.08 KB),Municipal Bodies||Birmitrapur Municipality,2026_ORULB_125214_14,EO/BRMP/03/2025-26,pot hole repair and drain slab casting at Bhati road in W.No-01 of Biramitrapur Municipality,1.0,3385556.0,ASHOK SUNANI,INR,"544,421",1,3385556,ASHOK SUNANI,07-Feb-2026 11:29 PM,Accepted-AOC,L1,25-Mar-2026 01:20 PM,25-Mar-2026,"INR 544,421",60.0,RAKSHEE HARIJAN,25-Mar-2026 01:20 PM,590.pdf (1351.00 KB),Finance,open,RAKSHEE HARIJAN,25-Mar-2026 12:58 PM,finance_578361.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,3389275,BIKRANT SAHOO,09-Feb-2026 11:03 PM,Rejected-AOC,L2,25-Mar-2026 01:20 PM,,,,,,,,,,,,,AOC
