Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,Development of Road and Drain from Durga chhaka to Myadhar house,Development of Road and Drain from Durga chhaka to Myadhar house,Please refer Tender documents. ,NA ,"5,92,838",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC",Municipal Bodies||Bhuban NAC,BBN NAC 05/2025-26,2025_ORULB_122602_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,1.0,ICICI BANK,"5,928",Yes,percentage,1.0%,Nil,Nil,08-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,1.0,Notice,Other,,AOC,Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",Pradata Sahoo,12-Mar-2026 12:27 PM,finsummary_569582.pdf (2501.98 KB),Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",Pradata Sahoo,12-Mar-2026 12:25 PM,techsummary_569582.pdf (5105.99 KB),12-Mar-2026,"INR 503,972",60.0,Pradata Sahoo,12-Mar-2026 12:29 PM,24_467.pdf (359.00 KB),aoc,1,3299048,AJAYA KUMAR SETHY,13-Dec-2025 03:15 AM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,Municipal Bodies||Bhuban NAC,2025_ORULB_122602_24,BBN NAC 05/2025-26,Development of Road and Drain from Durga chhaka to Myadhar house,1.0,3312355.0,Prasanta Samartha,INR,"503,972",1.0,Revoc,Revoc,20-Feb-2026 02:29 PM,01LotteryDTCNNo2113.pdf ,5090.7,Technical Opening,Finance,ok,Pradata Sahoo,12-Mar-2026 12:21 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3309603,AJAY KUMAR SAHOO,17-Dec-2025 04:14 PM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3311851,ANUP KUMAR SAHOO,17-Dec-2025 05:10 PM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3312608,Babuli Patra,18-Dec-2025 04:31 AM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3307580,Chittaranjan Mishra,16-Dec-2025 02:54 PM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3314580,DAMBARUDHAR PATRA,18-Dec-2025 04:11 PM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3312882,Krushna Chandra Das,18-Dec-2025 03:36 AM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3312947,Nibedita Pothal,18-Dec-2025 01:50 PM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3309462,PADMABATI SAHU,17-Dec-2025 01:00 PM,Rejected-Technical,CS,12-Mar-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3312355,Prasanta Samartha,17-Dec-2025 08:16 PM,Accepted-AOC,cs,12-Mar-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
