Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Tender Opened,Durga Madhaba Padhi,11-Mar-2026 11:11 AM,finance_574805.pdf,BOQ Comparative Chart,11-Mar-2026,"INR 220,794",30.0,Durga Madhaba Padhi,11-Mar-2026 11:37 AM,WO_CHC_Gudari.pdf (621.00 KB),"Work is Awarded to Sri Tripati Nayak through transparent lottery system, Work order No-845,Dt.16.02.2026 of R and B Division-II Rayagada",1,3354295,Bighnaraj Barik,14-Jan-2026 08:51 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2026_EICCL_124281_13,RC(RANDB) RGD NO. II/ 15 /2025-26,"Repair of CHC building at Gudari such as painting, plastering and grading concrete during 2025-26",1.0,3353816.0,TRIPATI NAYAK,INR,"220,794",SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,11-Mar-2026 11:20 AM,techsummary_574805.pdf (612.85 KB),SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,11-Mar-2026 11:27 AM,finsummary_574805.pdf (612.85 KB),AOC,"2,600",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 15 /2025-26,2026_EICCL_124281_13,Yes,Open Limited,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper,GST,RC,Pan,LC,Affidavit and other document as per DTCN",SE R and B Division No-II,Office of SE R and B Division No-II,"2,000",0.0,Nil,Nil,No,"Repair of CHC building at Gudari such as painting, plastering and grading concrete during 2025-26",Building Work,Please refer tender document ,NA ,"2,59,728",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gudari,765026.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,1.0,ICICI BANK,08-Jan-2026 11:00 AM,16-Jan-2026 11:00 AM,08-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,NA ,NA ,08-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,2,3353864,CHHABILAL BEHERA,14-Jan-2026 02:47 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,3,3350018,DILIP KUMAR RAY,13-Jan-2026 10:11 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3354377,JAGADISH PANDA,14-Jan-2026 11:07 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3352582,REDDY KRISHNA RAO,13-Jan-2026 07:16 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3352814,SANTOSH DAS,13-Jan-2026 10:11 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3355226,SATCHIDANANDA PADHI,15-Jan-2026 04:03 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3353816,TRIPATI NAYAK,14-Jan-2026 02:05 PM,Accepted-AOC,First Lowest and Awarded through transparent lottery system,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3354648,TRUPTIRANI SAHU,15-Jan-2026 04:30 PM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3354274,VOONA SASHIBHUSAM RAO,15-Jan-2026 11:02 AM,Rejected-AOC,First Lowest,11-Mar-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
