S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
1.0,3374798.0,Santanu Bagh,INR,"423,839.97",Municipal Bodies||Sonepur Municipal Council,2026_ORULB_124735_34,SNP-MUN-34/2025-26,Development of Bhagabati Pathagar W.No-13,1,3374793,Manoranjan Bedbak,02-Feb-2026 09:38 PM,Rejected-Finance,Lottery Looser,26-Mar-2026 06:21 AM,26-Mar-2026,"INR 423,839.97",90.0,RUSI MAJHI,26-Mar-2026 12:47 PM,34WorkOrder.pdf (400.00 KB),As Per Work Order,Finance,As Per Tender Commitee,RUSI MAJHI,23-Mar-2026 03:51 PM,finance_576544.pdf,BOQ Comparative Chart,Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,RUSI MAJHI,26-Mar-2026 06:21 AM,finsummary_576544.pdf (622.74 KB),Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,RUSI MAJHI,25-Mar-2026 12:24 PM,techsummary_576544.pdf (1082.06 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,1,ICICI BANK,Development of Bhagabati Pathagar W.No-13,Development of Bhagabati Pathagar W.No-13,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Sonepur Municipality,767017.0,NA ,NA ,NA ,Sonepur Municipality,No ,No,"2,000",0.0,Nil,Nil,No,"4,238",Yes,fixed,,Nil,Nil,20-Jan-2026 11:00 AM,06-Feb-2026 11:00 AM,20-Jan-2026 11:00 AM,05-Feb-2026 05:00 PM,20-Jan-2026 11:00 AM ,05-Feb-2026 05:00 PM ,20-Jan-2026 11:00 AM,05-Feb-2026 05:00 PM,Municipal Bodies||Sonepur Municipal Council,SNP-MUN-34/2025-26,2026_ORULB_124735_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,CorrigendumNotice168,Date,,Executive Officer,Sonepur Municipality,AOC
,,,,,,,,,2,3374798,Santanu Bagh,02-Feb-2026 09:47 PM,Accepted-AOC,Lottery Winner,26-Mar-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,As Per BoQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
