EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"10,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,"Superintending Engineer R.W Division, Sunabeda",R.D. Road to - Parta,Road,Please refer Tender documents. ,NA ,"9,97,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"R.W Division, Sunabeda",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN","4,000",0.0,Nil,Nil,No,12-Jan-2026 02:00 PM,21-Jan-2026 11:00 AM,12-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,NA ,NA ,12-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 10 2025 26,2026_CERWI_124462_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3360693,Balabhadra Khillo,20-Jan-2026 11:02 AM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,05-Mar-2026,"INR 847,570",60.0,Avijit Barik,05-Mar-2026 11:18 AM,Parata.pdf (929.00 KB),Superintending Engineer,Internal,,Avijit Barik,05-Mar-2026 10:53 AM,techsummary_575329.pdf (491.68 KB),Superintending Engineer,Internal,,Avijit Barik,05-Mar-2026 10:59 AM,finsummary_575329.pdf (410.54 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2026_CERWI_124462_3,SERWSBD Online 10 2025 26,R.D. Road to - Parta,1.0,3360801.0,KAILASH CHANDRA CHOUDHURY,INR,"847,570",Finance,Bid opening,Avijit Barik,05-Mar-2026 10:44 AM,finance_575329.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3361736,Giridhara Khinibudi,20-Jan-2026 04:43 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3357056,GUPTA BISOI,16-Jan-2026 01:45 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3359077,JANHABI ACHARYA,19-Jan-2026 09:51 AM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3361557,KABITA PADHI,20-Jan-2026 03:49 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3360801,KAILASH CHANDRA CHOUDHURY,20-Jan-2026 11:20 AM,Accepted-AOC,Qualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3358996,LOKANATH JAYANTI,19-Jan-2026 10:58 AM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3360061,MOHAN JANI (S.C),19-Jan-2026 04:23 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3358706,PRADEEP KUMAR PHULLA(S.T),18-Jan-2026 04:08 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3357490,RAMESWAR HANTAL,16-Jan-2026 10:06 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3361315,SAROJ MAHANANDIA,20-Jan-2026 02:25 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3360313,TAPAN KUMAR KHORA,19-Jan-2026 06:26 PM,Rejected-AOC,Disqualified,05-Mar-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
