S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Improvement to LFB of river Ghodahada from village Patharapunji to Mahiguda,Improvement to LFB of river Ghodahada from village Patharapunji to Mahiguda,Please refer Tender documents. ,NA ,"8,34,87,844",Civil Works - Others,NA ,Tender,90.0,330.0,Shergada,761106.0,NA ,NA ,NA ,"Additional CE, RB Basin, Berhampur",No ,No,"O/o the Additional CE, RB Basin,Berhampur","O/o the Additional Chief Engineer, Rushikulya Bahuda Basin, Court Peta Square,Berhampur, 760004",10-Feb-2025 10:00 AM,27-Feb-2025 11:30 AM,10-Feb-2025 10:00 AM,25-Feb-2025 05:00 PM,10-Feb-2025 10:00 AM ,19-Feb-2025 05:00 PM ,10-Feb-2025 10:00 AM,25-Feb-2025 05:00 PM,12-Nov-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, , GSTIn, PAN, Contractor RC","8,35,000",Yes,fixed,,Nil,Nil,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","ACE,RBB-12/2024-25",2025_CEBMB_110368_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,AOC,1,2837609,B Manoj Kumar Rao,25-Feb-2025 03:30 PM,Accepted-AOC,Winner of the lottery,06-Mar-2026 03:46 PM,16-Feb-2026,"INR 70,973,017",330.0,Rajib Kumar Pandit,06-Mar-2026 03:46 PM,AOCMahiguda.pdf (1193.00 KB),"This work is awarded to B. Manoj Kumar Rao, vide agreement No.513 P1/ 2025-26 of Bhanjanagar Irrigation Division, Bhanjangar.",Finance,Downloaded successfully.,Rajib Kumar Pandit,03-Dec-2025 11:38 AM,,BOQ Comparative Chart,"Sagar Mohanty, EIC Procurement",Internal,,Rajib Kumar Pandit,10-Nov-2025 06:28 PM,12-Nov-2025 11:30 AM,techsummary_529228.pdf (2876.42 KB),"Sagar Mohanty, EIC Procurement",Internal,,Rajib Kumar Pandit,15-Dec-2025 11:49 AM,finsummary_529228.pdf (725.87 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur",2025_CEBMB_110368_1,"ACE,RBB-12/2024-25",Improvement to LFB of river Ghodahada from village Patharapunji to Mahiguda,Technical,Downloaded sucessfully,Rajib Kumar Pandit,10-Nov-2025 06:21 PM,,1.0,2837609.0,B Manoj Kumar Rao,INR,"70,973,017",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit under taking, declaring no Relationship with department officials",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2834333,Ganesh Chandra Mohanty,25-Feb-2025 10:46 AM,Rejected-Technical,Non-responsive,10-Nov-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,And any other documents as per SBD and DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2835280,G.Gopal Rao Dora,24-Feb-2025 07:35 PM,Rejected-Finance,Unsuccess in transparent lottery.,15-Dec-2025 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2837575,Kameswar Pradhan,25-Feb-2025 03:13 PM,Rejected-Technical,Non-responsive,10-Nov-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2823797,PRABIN KUMAR DALABEHERA,18-Feb-2025 10:50 AM,Rejected-Technical,Non-Responsive,10-Nov-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2831406,Prakash Chandra Sahu,24-Feb-2025 06:41 PM,Rejected-Finance,Unsuccess in transparent lottery.,15-Dec-2025 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2829198,Rajendra Patra,24-Feb-2025 07:21 AM,Rejected-Technical,Non-responsive,10-Nov-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2835688,RAJESH PANDA,24-Feb-2025 04:01 PM,Rejected-Technical,Non-responsive,10-Nov-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2837415,SAPNESWAR PROJECTS PRIVATE LIMITED,25-Feb-2025 02:24 PM,Rejected-Technical,Non-responsive,10-Nov-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2829184,Surendranath Gouda,24-Feb-2025 07:49 AM,Rejected-Finance,Unsuccess in transparent lottery.,15-Dec-2025 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
