Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-16/2025-26,2025_CELBB_122423_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,03-Dec-2025 11:00 AM,18-Dec-2025 10:30 AM,03-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,NA ,NA ,03-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,22-Dec-2025 11:00 AM,"80,500",Yes,fixed,,Nil,Nil,Superintending Engineer prachi division,O/O the Superintending Engineer Prachi Divn Bhubaneswar,Improvement to left bank service road of Niali Distributary from RD 3.00 Km. to 5.80 Km.,road work,Please refer Tender documents. ,NA ,"80,49,387",Civil Works - Roads,NA ,Tender,90.0,NA ,Kantapada,754002.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",AOC,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,20-Jan-2026 03:42 PM,finsummary_568890.pdf (175.85 KB),Technical,ADMITTED,Swosti Elora Pattnaik,19-Dec-2025 01:59 PM,,SE PRACHI DIVISION,Internal,SE PRACHI DIVISION,Kirti Kasturika,20-Dec-2025 04:32 PM,22-Dec-2025 11:00 AM,techsummary_568890.pdf (166.88 KB),Finance,Bid Opened,Raghunath Swain,19-Jan-2026 01:36 PM,,BOQ Comparative Chart,1.0,3310483.0,TATHAGATA SUBUDHI,INR,"6,842,784","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_122423_13,SEPRD-16/2025-26,Improvement to left bank service road of Niali Distributary from RD 3.00 Km. to 5.80 Km.,1,3310978,ABHISEK SABUT,17-Dec-2025 01:40 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,18-Mar-2026,"INR 6,842,784",180.0,Raghunath Swain,18-Mar-2026 05:05 PM,13.PDF (164.00 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3304827,ACHARYA CONSTRUCTIONS,17-Dec-2025 12:36 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3307066,ANANTA KUMAR JENA,16-Dec-2025 12:53 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3310790,ASHISH KUMAR PANDA,17-Dec-2025 01:02 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3309781,BHARAT BHUSHAN PRADHAN,17-Dec-2025 10:19 AM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3309390,BIJAY KRUSHNA PARIDA,16-Dec-2025 08:23 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3305258,BIKASH KUMAR SAMAL,16-Dec-2025 03:04 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3311347,BINAYA KUMAR JENA,17-Dec-2025 03:06 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3296587,BISWAJIT BISWAL,12-Dec-2025 10:02 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3306777,BISWAJIT PRADHAN,17-Dec-2025 01:15 PM,Rejected-Finance,L2 Bidder,20-Jan-2026 03:42 PM,,,,,,,AOC
