Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
19-Mar-2026,"INR 24,032,841",180.0,Durjyodhan Behera,19-Mar-2026 04:54 PM,1567Dhusuri.pdf (519.00 KB),Work awarded to 1st lowest bidder,1,3269713,ABHIRAM SAHU,01-Dec-2025 04:01 PM,Rejected-Finance,L2,18-Feb-2026 08:57 PM,1.0,3242204.0,SATYABRATA PATI,INR,"24,032,841",CE RW I||RWCIRCLE-BALASORE,2025_CERWI_121394_17,CCE-BLS-NCB-39 of 2025-26,Construction of road from Dhusuri-Bamkura Road in the District of Bhadrak under MMSY-Improvement to Existing RD Roads for the year 2025-26,Finance,14 Numbers bidder admitted,Saibalini Singh,06-Jan-2026 05:10 PM,,BOQ Comparative Chart,"CCE RW CIRCLE, BALASORE",Internal,"PA TO CCE RW CIRCLE, BALASORE AND JE ESTIMATOR CCE RW CIRCLE, BALASORE AND DAO R.W. DIVISION-II, BHADRAK",Durjyodhan Behera,01-Jan-2026 05:43 PM,06-Jan-2026 11:00 AM,techsummary_564851.pdf (4809.38 KB),Technical,15 Numbers bidder admitted,Durjyodhan Behera,10-Dec-2025 01:18 PM,,"CCE RW CIRCLE, BALASORE",Internal,"PA TO CCE RW CIRCLE, BALASORE AND JE ESTIMATOR CCE RW CIRCLE, BALASORE AND DAO R.W. DIVISON- BHADRAK",Saibalini Singh,18-Feb-2026 08:57 PM,finsummary_564851.pdf (422.96 KB),AOC,"CCE R.W.CIRCLE, BALASORE","O/o The CCE R.W.CIRCLE, BALASORE",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",17-Nov-2025 09:00 AM,02-Dec-2025 11:00 AM,17-Nov-2025 09:00 AM,01-Dec-2025 05:00 PM,17-Nov-2025 09:00 AM ,29-Nov-2025 05:00 PM ,17-Nov-2025 09:00 AM,01-Dec-2025 05:00 PM,06-Jan-2026 11:00 AM,1.0,ICICI BANK,"2,82,710",Yes,percentage,1.0%,Nil,Nil,1.0,Date corrigendum,Date,,Construction of road from Dhusuri-Bamkura Road in the District of Bhadrak under MMSY-Improvement to Existing RD Roads for the year 2025-26,Construction of road from Dhusuri-Bamkura Road in the District of Bhadrak under MMSY-Improvement to Existing RD Roads for the year 2025-26,Please refer DTCN ,NA ,"2,82,71,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE, BALASORE",No ,No,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-39 of 2025-26,2025_CERWI_121394_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,3268896,Ajaya Kumar Lenka,01-Dec-2025 11:33 AM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT , MACHINERIES,ETC",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3269454,BASUDEV PANIGRAHI,01-Dec-2025 01:13 PM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3243105,DIBYARANJAN CHAND,21-Nov-2025 12:17 AM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3268007,Gourahari Sahoo,30-Nov-2025 04:17 PM,Rejected-Technical,Insufficient work experience,01-Jan-2026 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3265912,Jaladhar Sahoo,30-Nov-2025 01:26 PM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3268134,JANMEJAY PANIGRAHI,30-Nov-2025 06:35 PM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3239070,MANAS RANJAN MOHANTY,28-Nov-2025 11:53 PM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3269098,PRAJNYA RANJAN NAYAK,01-Dec-2025 12:13 PM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3254894,Promath Dash,26-Nov-2025 11:37 AM,Rejected-Finance,L1,18-Feb-2026 08:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
