S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,07-Nov-2025 06:00 PM,21-Nov-2025 11:00 AM,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 06:00 PM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,Contractor RC,Affidavit,Undertakings,EMD, Fee details and any other documents as per DTCN","DEO-Cum-DPC,Rayagada","DEO-cum-DPC, Samagra Sikhshya, Near DHH, Rayagada 765001","Additional Class Room building at ROUTPARIDIGUDA PROJECT U.P.S., under K. SINGPUR BLOCK","Additional Class Room building at ROUTPARIDIGUDA PROJECT U.P.S., under K. SINGPUR BLOCK",Please refer Tender documents. ,NA ,"15,28,235",Civil Works - Buildings,NA ,Tender,120.0,120.0,"ROUTPARIDIGUDA PROJECT U.P.S., under K. SINGPUR BL",765016.0,NA ,NA ,NA ,Office of DPC Rayagada,No ,No,"15,300",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,OPEPA Bhubaneswar||Samagra Shiksha Rayagada,SSRGD-01 2025-26,2025_OPEPA_120903_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,13-Feb-2026 05:29 PM,techsummary_562741.pdf (2546.06 KB),"District Education Officer-cum-DPC, SS, Rayagada",Internal,"STC, SS, RAYAGADA, AO, BLOCK DEV. OFFICE, KOLNORA, FC, SS, RAYAGADA, TC, SS, K.SINGPUR, RAMANAGUDA AND PADMAPUR BLOCKS",Ramachandra Nahak,17-Feb-2026 03:37 PM,finsummary_562741.pdf (2546.06 KB),Finance,"Bid opened for the construction of ACR building at ROUTPARDIGUDA PUPS PUPS on 28.11.2025 in presence of Committee, however the process has been completed after due finalisation.",Sanjeeb Kumar Padhy,11-Dec-2025 12:16 PM,finance_562741.pdf,BOQ Comparative Chart,1,3237391,RAJANI KANTA PATTNAIK,20-Nov-2025 03:10 PM,Rejected-Finance,Higher then L1 rate,17-Feb-2026 03:37 PM,OPEPA Bhubaneswar||Samagra Shiksha Rayagada,2025_OPEPA_120903_31,SSRGD-01 2025-26,"Additional Class Room building at ROUTPARIDIGUDA PROJECT U.P.S., under K. SINGPUR BLOCK",1.0,3240587.0,SANGRAM KESHAR PATNAIK,INR,"1,299,152.26",30-Mar-2026,"INR 1,299,152.26",120.0,Sanjeeb Kumar Padhy,30-Mar-2026 05:14 PM,RAUTAPARIDIGUDAWO.pdf (739.00 KB),The contract for construction of ACR Building is awarded to the L1 Bidder at the accepted contract value,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3240587,SANGRAM KESHAR PATNAIK,20-Nov-2025 11:06 AM,Accepted-AOC,The contract for construction of ACR Building is awarded to the L1 Bidder at the accepted contract value,30-Mar-2026 05:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3235254,SANTOSH KUMAR KHADANGA,20-Nov-2025 03:16 PM,Rejected-Finance,Higher then L1 rate,17-Feb-2026 03:37 PM,,,,,,,,,,,,,,,,,AOC
