Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",Bid ID No. 07 SEMID (KJR/ 2025-2026) Dt. 08.12.2025,2025_CEMIB_123264_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"69,430",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper cost, EMD, GST, PAN, No relation, affidavit and other documents as per DTCN","SE, M.I. Division, Keonjhar","SE, M.I. Division, Keonjhar",16-Dec-2025 10:00 AM,23-Dec-2025 11:00 AM,16-Dec-2025 10:00 AM,22-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 10:00 AM,22-Dec-2025 05:00 PM,01-Jan-2026 06:30 PM,"10,000",0.0,Nil,Nil,No,Construction of Tamkajodi-II Check Dam near village Saraswatipada in Saharapada Block of Keonjhar District under MATY Scheme for the year 2025-2026,Construction of Tamkajodi-II Check Dam near village Saraswatipada in Saharapada Block of Keonjhar District under MATY Scheme for the year 2025-2026,Please refer Tender documents. ,NA ,"69,43,000",Civil Works - Others,NA ,Tender,90.0,180.0,Saharapada Block of Keonjhar District,758001.0,NA ,NA ,NA ,"Office of the SE, M.I. Division, Keonjhar",No ,No,1.0,ICICI BANK,AOC,Technical,19 Nos bidder submitted,Rashmi Rekha Chattar,25-Dec-2025 02:06 PM,,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2025_CEMIB_123264_2,Bid ID No. 07 SEMID (KJR/ 2025-2026) Dt. 08.12.2025,Construction of Tamkajodi-II Check Dam near village Saraswatipada in Saharapada Block of Keonjhar District under MATY Scheme for the year 2025-2026,5901646.73,Internal,,Rashmi Rekha Chattar,13-Mar-2026 11:48 AM,finsummary_571797.pdf (448.70 KB),1.0,3321940.0,NARAYAN NAIK,INR,"5,901,646.73",13-Mar-2026,"INR 5,901,646.73",180.0,Rashmi Rekha Chattar,13-Mar-2026 11:53 AM,NIT.pdf (449.00 KB),1,3321762,ABHIRAM SAHU,22-Dec-2025 11:58 AM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,01-Jan-2026 06:17 PM,01-Jan-2026 06:30 PM,techsummary_571797.pdf (1883.65 KB),Finance,18 nos bidderss,Rashmi Rekha Chattar,13-Mar-2026 11:44 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3323195,AKASH BEHERA,22-Dec-2025 04:25 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3319979,ASHOK KUMAR SETHY,20-Dec-2025 08:31 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3311986,ATISH KUMAR SAHOO,17-Dec-2025 06:04 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3322577,BIDHUBHUSAN SAHOO,22-Dec-2025 02:15 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3315013,BIMBADHAR ROUT,19-Dec-2025 05:14 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3321173,BISWAJIT BEHERA,21-Dec-2025 09:29 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3320201,BULARAM SETHY,21-Dec-2025 11:56 AM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3321272,DHANESWAR MAJHI,21-Dec-2025 10:20 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3320491,DHARMAJEET SAHU,21-Dec-2025 02:45 PM,Rejected-AOC,Dis Qualified,13-Mar-2026 11:53 AM,,,,,,,,,,,,,,AOC
