Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR",Internal,"DIVISIONAL ACCOUNTANT, ESTIMATOR",Jyoti Ranjan Pradhan,20-Dec-2025 05:07 PM,techsummary_564598.pdf (1291.69 KB),05-Jan-2026,"INR 625,819.89",45.0,Jyoti Ranjan Pradhan,27-Mar-2026 04:34 PM,11D.pdf (477.00 KB),1,3262566,ABHISHEK CHEJARA,01-Dec-2025 10:17 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,Finance,ALL BID DOCUMENTS ARE DOWNLOADED,Jyoti Ranjan Pradhan,03-Dec-2025 01:46 PM,,BOQ Comparative Chart,1.0,3247642.0,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,INR,"625,819.89",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_121358_1,SE/MDB-11(D)/W/2025-26,"Replacement and Renovation of Gates and hoists at Nagar Saline Embankment at RD 3.900 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26","SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BHUBANESWAR",Internal,"DIVISIONAL ACCOUNTANT, ESTIMATOR",Jyoti Ranjan Pradhan,23-Dec-2025 12:29 PM,finsummary_564598.pdf (205.04 KB),AOC,19-Nov-2025 10:00 AM,02-Dec-2025 12:00 PM,19-Nov-2025 10:00 AM,01-Dec-2025 05:30 PM,19-Nov-2025 10:00 AM ,01-Dec-2025 05:30 PM ,19-Nov-2025 10:00 AM,01-Dec-2025 05:30 PM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-11(D)/W/2025-26,2025_CEMWR_121358_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Replacement and Renovation of Gates and hoists at Nagar Saline Embankment at RD 3.900 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26","Replacement and Renovation of Gates and hoists at Nagar Saline Embankment at RD 3.900 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26",Please refer Tender documents. ,NA ,"7,36,172",Mechanical Works,NA ,Tender,90.0,45.0,"NAGAR SALINE, PURI",752109.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"7,400",No,fixed,,Nil,Nil,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR","O/O THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavits and all other documents as per DTCN",AOC
,,,,,,,,,,,,2,3248104,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",23-Nov-2025 02:42 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,3,3264012,DASH ENGINEERING AND WORKS,01-Dec-2025 08:23 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3257544,LAXMIDHRA BHUYAN,30-Nov-2025 04:57 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3269502,MAA ENTERPRISE,01-Dec-2025 03:10 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3264379,Manashi Dash (Prop - M/s. Babby Engg. & Works),01-Dec-2025 08:18 AM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3247678,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,01-Dec-2025 02:48 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3247642,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,01-Dec-2025 07:36 AM,Accepted-AOC,Successful Bidder and Lottery Winner,27-Mar-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3269215,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,01-Dec-2025 01:39 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3265299,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",28-Nov-2025 11:13 PM,Rejected-Finance,LOOSER OF THE LOTTERY,23-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
