Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of 1 nos of E type quarter at PHC Dayanidhipur under Hinjili Block,Construction of 1 nos of E type quarter at PHC Dayanidhipur under Hinjili Block,Please refer Tender documents. ,NA ,"28,21,061",Civil Works - Buildings,NA ,Tender,90.0,120.0,Berhampur,760011.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,1.0,ICICI BANK,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/20/SERWD-II/2025-26,2025_CERWI_123556_18,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,20-Dec-2025 04:00 PM,29-Dec-2025 11:00 AM,20-Dec-2025 04:00 PM,26-Dec-2025 05:00 PM,20-Dec-2025 04:00 PM ,24-Dec-2025 05:00 PM ,20-Dec-2025 04:00 PM,26-Dec-2025 05:00 PM,"28,300",Yes,fixed,,Nil,Nil,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,08-Mar-2026 12:34 PM,finsummary_572639.pdf (2000.96 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,08-Mar-2026 12:30 PM,techsummary_572639.pdf (826.85 KB),1,3329998,BAPINI SETHY,26-Dec-2025 02:51 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,1.0,3329180.0,SAGARIKA SAHU,INR,"2,398,183",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_123556_18,Online Tender/20/SERWD-II/2025-26,Construction of 1 nos of E type quarter at PHC Dayanidhipur under Hinjili Block,08-Mar-2026,"INR 2,398,183",120.0,Sudipta Senapati,08-Mar-2026 12:39 PM,3PHCDayanidhipurWO.pdf (892.00 KB),Work Order,Finance,Tender will be finalized after downloaded Bid documents scrutinized,Sudipta Senapati,31-Dec-2025 12:41 PM,finance_572639.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3326601,Biswajit Gantayat,24-Dec-2025 05:13 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3329118,BISWAJIT SINGH JAGDEV,26-Dec-2025 12:22 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3329015,Chiranjibi Muni,26-Dec-2025 11:26 AM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3327507,DIPIKA PRADHAN,25-Dec-2025 12:55 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3330074,GUD TREND PRIVATE LIMITED,26-Dec-2025 03:21 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3329698,PABITRA PATTANAYAK,26-Dec-2025 03:51 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3324044,Prabhat Kumar Sabat,23-Dec-2025 11:13 AM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3329180,SAGARIKA SAHU,26-Dec-2025 04:04 PM,Accepted-AOC,Successful Bidder in Lottery,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3329347,Shyam Sundar Sahu,26-Dec-2025 12:35 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
