Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Superintending Engineer prachi division,office of the superintending Engineer prachi divn BBSR,"6,000",0.0,Nil,Nil,No,"34,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,01-Nov-2025 10:00 AM,12-Nov-2025 10:30 AM,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,Improvement to service road of KSDR Embankment from RD 43.20 Km. to 44.20 Km.,ROAD WORK,Please refer Tender documents. ,NA ,"34,83,550",Civil Works - Roads,NA ,Tender,90.0,NA ,niali,754004.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-14/2025-26,2025_CELBB_120253_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,06-Dec-2025 12:50 PM,techsummary_559762.pdf (203.00 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,06-Dec-2025 12:52 PM,finsummary_559762.pdf (203.00 KB),Finance,ADMITTED,Kirti Kasturika,13-Nov-2025 05:02 PM,,BOQ Comparative Chart,23-Mar-2026,"INR 2,961,366",120.0,Raghunath Swain,23-Mar-2026 05:33 PM,28.PDF (138.00 KB),1,3200192,ABANIKANTA JENA,09-Nov-2025 11:32 AM,Rejected-Technical,not selected through lottery,06-Dec-2025 12:50 PM,1.0,3210523.0,HEMANTA DALEI,INR,"2,961,366","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_120253_28,SEPRD-14/2025-26,Improvement to service road of KSDR Embankment from RD 43.20 Km. to 44.20 Km.,AOC
,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3198773,ABHIJEET JENA,10-Nov-2025 09:14 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3210605,ABINASH NAYAK,11-Nov-2025 07:40 AM,Rejected-Technical,not selected through Lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3206006,AMIYA KUMAR MOHAPATRA,10-Nov-2025 12:07 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3201624,ANITA SWAIN,09-Nov-2025 04:41 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3200870,ANUPAM SWAIN,09-Nov-2025 12:22 PM,Rejected-Technical,not selected through lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3211013,ASHUTOSH BARIK,11-Nov-2025 09:16 AM,Rejected-Technical,not selected through Lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3200450,ASHUTOSH MOHAPATRA,09-Nov-2025 11:13 AM,Rejected-Technical,not selected through lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3212476,ASWANI KUMAR JENA,11-Nov-2025 01:06 PM,Rejected-Technical,not selected through Lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3206443,BHABANI SANKAR CHOUDHURY,10-Nov-2025 12:49 PM,Rejected-Technical,not selected through Lottery,06-Dec-2025 12:50 PM,,,,,,,,,,AOC
