S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2594916.0,SANTANU DAS,INR,"6,720,837",Technical,Opened,Rama Chandra Sethi,07-Nov-2024 04:30 PM,technical_511342.pdf,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,2024_EICCL_105951_1,SE PWD DGR No. 12 of 2024-25,Construction of Paddy Procurement Centre at Bamparda under Barkote Block in the district of Deogarh for the year 2024-25.,Abhishek Ojha,Internal,,Abhisek Ojha,25-Mar-2026 01:31 PM,finsummary_511342.pdf (168.59 KB),Abhishek Ojha,Internal,,Prabodh Kumar Sahoo,26-Jun-2025 04:36 PM,26-Jun-2025 06:00 PM,techsummary_511342.pdf (640.13 KB),Finance,opened,Prabodh Kumar Sahoo,25-Mar-2026 08:05 AM,finance_511342.pdf,BOQ Comparative Chart,1,2617721,Kiran Kumar Mohanty,05-Nov-2024 12:16 PM,Rejected-AOC,Rejected in lottery,25-Mar-2026 01:35 PM,25-Mar-2026,"INR 6,720,837",120.0,Abhisek Ojha,25-Mar-2026 01:35 PM,BampardaAOC.pdf (169.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,dtcn,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,SE PWD DGR No. 12 of 2024-25,2024_EICCL_105951_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"80,000",Yes,fixed,,Nil,Nil,Superintending Engineer Deogarh Rand B Division,Superintending Engineer Deogarh Rand B Division,Construction of Paddy Procurement Centre at Bamparda under Barkote Block in the district of Deogarh for the year 2024-25.,Construction of Paddy Procurement Centre at Bamparda under Barkote Block in the district of Deogarh for the year 2024-25.,Please refer Tender documents. ,NA ,"79,05,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Deogarh,768108.0,NA ,NA ,NA ,Deogargh,No ,No,23-Oct-2024 05:50 PM,06-Nov-2024 11:30 AM,23-Oct-2024 05:50 PM,05-Nov-2024 05:00 PM,23-Oct-2024 05:50 PM ,05-Nov-2024 05:00 PM ,23-Oct-2024 05:50 PM,05-Nov-2024 05:00 PM,26-Jun-2025 06:00 PM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2613670,KSHITISH KUMAR NAYAK,04-Nov-2024 02:13 PM,Rejected-AOC,Rejected in lottery,25-Mar-2026 01:35 PM,,,,,,,AOC,2.0,Finance,.xls,boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2607263,MANAS RANJAN SAMANTRAY,04-Nov-2024 09:51 PM,Rejected-AOC,Rejected in lottery,25-Mar-2026 01:35 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2618206,NAROTTAM DEB,05-Nov-2024 12:17 PM,Rejected-Finance,L4 bidder,25-Mar-2026 01:31 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2601439,RUTURAJ NAYAK,05-Nov-2024 01:20 AM,Rejected-Finance,L2 bidder,25-Mar-2026 01:31 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2617729,SABYASACHI PRADHAN,05-Nov-2024 11:03 AM,Rejected-AOC,Rejected in lottery,25-Mar-2026 01:35 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2594916,SANTANU DAS,27-Oct-2024 04:34 PM,Accepted-AOC,L1 bidder in lottery,25-Mar-2026 01:35 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2612539,Satyajit Pradhan,04-Nov-2024 12:00 PM,Rejected-Technical,Disqualified,26-Jun-2025 04:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2611969,SIMANTA KUMAR SAHU,04-Nov-2024 10:21 AM,Rejected-AOC,Rejected in lottery,25-Mar-2026 01:35 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
