S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,CONSTRUCTION OF GOVT QUARTER FOR ASSISTANT ENGINEER RWSS SECTION RAGHUNATHPUR UNDER RWSS DIVISION JAGATSINGHPUR,CONSTRUCTION OF GOVT QUARTER FOR ASSISTANT ENGINEER RWSS SECTION RAGHUNATHPUR UNDER RWSS DIVISION JAGATSINGHPUR,AS PER DTCN ,NA ,"45,80,426",Civil Works - Water Works,NA ,Tender,180.0,NA ,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR,754103.0,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR  ,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR  ,12-Dec-2025 11:00 AM ,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR,No ,No,"45,804",Yes,fixed,,Nil,Nil,12-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,12-Dec-2025 10:00 AM,20-Dec-2025 05:30 PM,12-Dec-2025 10:00 AM ,18-Dec-2025 05:30 PM ,12-Dec-2025 10:00 AM,20-Dec-2025 05:30 PM,SE RWSS DIVISION JAGATSINGHPUR,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR,Rural Water Supply and Sanitation||RWSS Circle Cuttack||EE RWSS Divn Jagatsinghpur,RWSS_42_2025-26,2025_RWSS_123013_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,1.0,3306318.0,SARADA PRASANNA MOHAPATRA,INR,"4,580,426",Rural Water Supply and Sanitation||RWSS Circle Cuttack||EE RWSS Divn Jagatsinghpur,2025_RWSS_123013_1,RWSS_42_2025-26,CONSTRUCTION OF GOVT QUARTER FOR ASSISTANT ENGINEER RWSS SECTION RAGHUNATHPUR UNDER RWSS DIVISION JAGATSINGHPUR,JYOTI RANJAN DAS,Internal,,Jyotiranjan Das,26-Mar-2026 12:28 PM,techsummary_571240.pdf (850.80 KB),JYOTI RANJAN DAS,Internal,,Jyotiranjan Das,26-Mar-2026 12:56 PM,finsummary_571240.pdf (664.61 KB),Finance,DETAILS ATTACHED,Jyotiranjan Das,12-Feb-2026 09:47 AM,finance_571240.pdf,BOQ Comparative Chart,26-Mar-2026,"INR 4,580,426",180.0,Jyotiranjan Das,26-Mar-2026 01:10 PM,AOC.pdf (665.00 KB),1,3318415,BISWAJIT BISWAL,19-Dec-2025 09:24 PM,Rejected-AOC,DETAILS ATTACHED,26-Mar-2026 01:10 PM,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3315606,CHOUDHURY ABHIJIT DAS,18-Dec-2025 09:40 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3319430,DIBYAJYOTI PRAKASH KHATUA,20-Dec-2025 04:28 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3319370,M/S ABHISEK MOHANTY,20-Dec-2025 03:46 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3318377,PARTHA TUHINANSU SAMAL,19-Dec-2025 09:00 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3319477,PRAVAT KUMAR BEHERA,20-Dec-2025 04:06 PM,Rejected-AOC,DETAILS ATTACHED,26-Mar-2026 01:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3317903,RAKESH KUMAR SWAIN,19-Dec-2025 06:14 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3317104,SALIL KUMAR BARIK,19-Dec-2025 02:11 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3311752,Sanjaya kumar Samal,18-Dec-2025 09:38 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-DETAILS ATTACHED,12-Feb-2026 09:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3306318,SARADA PRASANNA MOHAPATRA,17-Dec-2025 03:33 PM,Accepted-AOC,DETAILS ATTACHED,26-Mar-2026 01:10 PM,AOC
