Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,18-Mar-2026 05:24 PM,techsummary_536643.pdf (240.28 KB),Finance,ok,TAPASA KUMAR SAMAL,05-May-2025 09:53 AM,,BOQ Comparative Chart,18-Mar-2026,"INR 1,340,209",120.0,Sourav Chakrabarty,18-Mar-2026 05:33 PM,191.pdf (150.00 KB),work order issued,1.0,2898255.0,Rajesh Kumar Nayak,INR,"1,340,209",Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,18-Mar-2026 05:28 PM,finsummary_536643.pdf (240.28 KB),1,2895869,PRASHANN KUMAR JANKA,26-Apr-2025 04:39 PM,Rejected-AOC,Quoted second lowest,18-Mar-2026 05:33 PM,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_191,BM-BDK-01-2025-26,Construction of paver road from Adivasi Colony Govt. UP School towards Maheswar Pradhan house in Ward No.7,AOC,1.0,ICICI BANK,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_191,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC","15,800",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Construction of paver road from Adivasi Colony Govt. UP School towards Maheswar Pradhan house in Ward No.7,Construction of paver road from Adivasi Colony Govt. UP School towards Maheswar Pradhan house in Ward No.7,Please refer Tender documents. ,NA ,"15,76,531",Civil Works - Others,NA ,Tender,90.0,120.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2898255,Rajesh Kumar Nayak,28-Apr-2025 03:34 PM,Accepted-AOC,Quoted first lowest,18-Mar-2026 05:33 PM,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2897435,RAKESH KUMAR JENA,28-Apr-2025 10:31 AM,Rejected-AOC,Quoted third lowest,18-Mar-2026 05:33 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
