EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"3,424",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Construction of paver road from Gopinath Patra house towards Parsu Jena house ward no.7,Construction of paver road from Gopinath Patra house towards Parsu Jena house ward no.7,Please refer Tender documents. ,NA ,"3,42,373",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_12,2025_ORULB_122920_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,NIT Document,Other,,14-Dec-2025 10:00 AM,22-Dec-2025 11:00 AM,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,NA ,NA ,14-Dec-2025 10:00 AM,20-Dec-2025 05:00 PM,EO,Basudevpur Municipality,AOC,Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,05-Mar-2026 03:21 PM,techsummary_571176.pdf (6235.45 KB),Nibedita Behera,Internal,"E.O,M.E,J.E,Accountant",SUDHANSU MOHAN,05-Mar-2026 03:26 PM,finsummary_571176.pdf (6235.45 KB),Finance,ok,SUDHANSU MOHAN,22-Dec-2025 04:28 PM,finance_571176.pdf,BOQ Comparative Chart,1,3318004,Pitambar Mandal,19-Dec-2025 06:47 PM,Rejected-AOC,Not selected,05-Mar-2026 03:29 PM,1.0,3318238.0,RANJITA DASH,INR,"343,440",Municipal Bodies||Basudevpur Municipality,2025_ORULB_122920_17,BSP_2025-26_12,Construction of paver road from Gopinath Patra house towards Parsu Jena house ward no.7,05-Mar-2026,"INR 343,440",45.0,SUDHANSU MOHAN,05-Mar-2026 03:29 PM,17.pdf (196.00 KB),ok,AOC
,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3318238,RANJITA DASH,20-Dec-2025 10:18 AM,Accepted-AOC,selected,05-Mar-2026 03:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3318970,Santosh Kumar Panda,20-Dec-2025 01:16 PM,Rejected-AOC,Not selected,05-Mar-2026 03:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3317735,Sarojini Rout,19-Dec-2025 05:37 PM,Rejected-AOC,Not selected,05-Mar-2026 03:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3314394,SRIKANT MALLICK,18-Dec-2025 03:57 PM,Rejected-AOC,Not selected,05-Mar-2026 03:29 PM,,,,,,,,,,,,,,,,,AOC
