Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"L082-Dandasora to Mundapodar Road OR-22-267, vide package no. PM-UKT-A2/2025-26","L082-Dandasora to Mundapodar Road OR-22-267, vide package no. PM-UKT-A2/2025-26",NA ,NA ,"1,11,60,000",Civil Works - Roads,NA ,Tender,90.0,60.0,UMERKOTE,764073.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-Online-39 2025-26,2026_CERWI_124246_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,12,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",06-Jan-2026 11:00 AM,17-Jan-2026 11:00 AM,06-Jan-2026 11:00 AM,16-Jan-2026 05:00 PM,06-Jan-2026 11:00 AM ,15-Jan-2026 02:00 PM ,06-Jan-2026 11:00 AM,16-Jan-2026 05:00 PM,11-Feb-2026 11:00 AM,1.0,ICICI BANK,Chief Construction Engineer,"Rural Works Circle, Sunabeda, At-Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput","10,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-SUNABEDA,2026_CERWI_124246_1,CCERWCSBD-Online-39 2025-26,"L082-Dandasora to Mundapodar Road OR-22-267, vide package no. PM-UKT-A2/2025-26",Technical,bidders name,Banjuram Hembram,21-Jan-2026 02:18 PM,technical_574639.pdf,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-II, Nabarangpur at Umerkote Estimator R.W. Circle Sunabeda and P.A. to CCE",Banjuram Hembram,13-Mar-2026 08:09 PM,finsummary_574639.pdf (1125.77 KB),1.0,3357650.0,HITESH KUMAR SHARMA,INR,"9,486,667.705",13-Mar-2026,"INR 9,486,667.705",60.0,Banjuram Hembram,13-Mar-2026 08:16 PM,AOCUKTA2.pdf (1405.00 KB),"Award of contract to Sri Hitesh Kumar Sharma, B Class Engineering Contractor",1,3353750,ALOK KUMAR BISOYI,15-Jan-2026 03:27 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-II, Nabarangpur at Umerkote Estimator R.W. Circle Sunabeda and P.A. to CCE",Banjuram Hembram,07-Feb-2026 01:47 PM,11-Feb-2026 11:00 AM,techsummary_574639.pdf (503.17 KB),Finance,cs,Banjuram Hembram,13-Mar-2026 08:00 PM,finance_574639.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3356667,CHANDRA SEKHAR JENA,15-Jan-2026 09:24 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3357650,HITESH KUMAR SHARMA,16-Jan-2026 04:29 PM,Accepted-AOC,"Award of contract to Sri Hitesh Kumar Sharma, B Class Engineering Contractor",13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3357669,J. Raja,16-Jan-2026 04:17 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3356738,Manas Ranjan Panda,15-Jan-2026 11:13 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3357270,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,16-Jan-2026 02:03 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3353004,NARAYAN BISOI,13-Jan-2026 03:30 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3353645,NITYANANDA BISWAS,14-Jan-2026 12:55 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3355157,PRABHAT KUMAR BISOYI,15-Jan-2026 12:08 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3357654,SAHIL KHAN,16-Jan-2026 04:09 PM,Rejected-AOC,REJECT,13-Mar-2026 08:16 PM,,,,,,,,,,,,,,AOC
