S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3403512.0,ARATI BHOI,INR,"1,615,285",Finance,Two bidders have participated,Amar Chandra Kumar,21-Feb-2026 11:25 AM,,BOQ Comparative Chart,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE estr. I/c,Tapas Ranjan Lenka,31-Mar-2026 12:29 PM,finsummary_581270.pdf (192.81 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2026_CERWI_126049_1,Online 19 of 2025-26,Construction of F Type Quarter at Tahasil Office building at Gaisilet F4,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE estr. I/c,Tapas Ranjan Lenka,31-Mar-2026 12:26 PM,techsummary_581270.pdf (192.81 KB),31-Mar-2026,"INR 1,615,285",180.0,Tapas Ranjan Lenka,31-Mar-2026 12:31 PM,aoc.pdf (193.00 KB),249/P1 of 2025-26,1,3403512,ARATI BHOI,19-Feb-2026 06:47 PM,Accepted-AOC,awarded,31-Mar-2026 12:31 PM,AOC,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,Construction of F Type Quarter at Tahasil Office building at Gaisilet F4,Construction of F Type Quarter at Tahasil Office building at Gaisilet F4,NA ,NA ,"16,23,402",Civil Works - Buildings,NA ,Tender,90.0,180.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADMAPUR",No ,No,"16,230",Yes,fixed,,Nil,Nil,14-Feb-2026 10:00 AM,21-Feb-2026 11:00 AM,14-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,14-Feb-2026 10:00 AM ,19-Feb-2026 01:00 PM ,14-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,"EE R.W Division,Padampur","RURAL WORKS DIVISION, PADMAPUR",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost,EMD,Affidavit,PAN,RC,GSTIN and other docs as per the DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,Online 19 of 2025-26,2026_CERWI_126049_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3405310,TIKESWAR SAHU,20-Feb-2026 11:12 AM,Rejected-Finance,L2,31-Mar-2026 12:29 PM,AOC,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,AOC
