S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC",Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_177,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,"6,800",Yes,fixed,,Nil,Nil,Construction of paver road from Kalandi Barik house towards Ramesh Chandra Mohanty house at Bhatia Village in Ward No.1,Construction of paver road from Kalandi Barik house towards Ramesh Chandra Mohanty house at Bhatia Village in Ward No.1,Please refer Tender documents. ,NA ,"6,78,639",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",AOC,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_177,BM-BDK-01-2025-26,Construction of paver road from Kalandi Barik house towards Ramesh Chandra Mohanty house at Bhatia Village in Ward No.1,1,2894649,Bharat Kumar Dhada,28-Apr-2025 03:06 PM,Rejected-AOC,Quoted first lowest,18-Mar-2026 06:32 PM,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,18-Mar-2026 06:30 PM,finsummary_536619.pdf (240.28 KB),1.0,2896807.0,Rajesh Kumar Nayak,INR,"576,911",18-Mar-2026,"INR 576,911",90.0,Sourav Chakrabarty,18-Mar-2026 06:32 PM,177.pdf (168.00 KB),work order issued,Finance,ok,TAPASA KUMAR SAMAL,03-May-2025 01:24 PM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,18-Mar-2026 06:25 PM,techsummary_536619.pdf (240.28 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,2895544,GANGADHAR PRADHAN,27-Apr-2025 04:08 PM,Rejected-AOC,Quoted first lowest,18-Mar-2026 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,2896807,Rajesh Kumar Nayak,27-Apr-2025 09:32 PM,Accepted-AOC,Quoted first lowest and work awarded by conducting lottery,18-Mar-2026 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
