Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"4,000",0.0,Nil,Nil,No,"6,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN",Repair And Improvement To Patrasahi Check Dam In Harichandanpur Block Of Keonjhar District For The Year 2025-26,Repair And Improvement To Patrasahi Check Dam In Harichandanpur Block Of Keonjhar District For The Year 2025-26,Please refer Tender documents. ,NA ,"6,75,000",Civil Works - Others,NA ,Rate Contract,90.0,90.0,HARICHANDANPUR,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Bid Identification No.- 11/ MIDA / 2025-26,2025_CEMIB_118683_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Sep-2025 10:00 AM,13-Oct-2025 10:00 AM,26-Sep-2025 10:05 AM,10-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 10:10 AM,10-Oct-2025 05:00 PM,AOC,SE,Internal,SE,Ashok Kumar Sethi,03-Mar-2026 05:17 PM,techsummary_554171.pdf (121.30 KB),SE,Internal,SE,Ashok Kumar Sethi,03-Mar-2026 05:22 PM,finsummary_554171.pdf (121.30 KB),Finance,SUMMARY,Ashok Kumar Sethi,03-Mar-2026 05:15 PM,finance_554171.pdf,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_118683_15,Bid Identification No.- 11/ MIDA / 2025-26,Repair And Improvement To Patrasahi Check Dam In Harichandanpur Block Of Keonjhar District For The Year 2025-26,1.0,3122126.0,PRASANJIT PANDA,INR,"576,095.15",1,3118567,ANIL NAIK,09-Oct-2025 12:52 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,03-Mar-2026,"INR 576,095.15",90.0,Ashok Kumar Sethi,03-Mar-2026 05:28 PM,PATRASAHIIMPCD.pdf (121.00 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3111015,ARATI JENA,05-Oct-2025 03:57 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3108341,BANAMALI PATRA,03-Oct-2025 10:19 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3110057,BIJAY KUMAR SAHOO,04-Oct-2025 07:04 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3118994,BISHNUPRASAD JENA,09-Oct-2025 06:56 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3105396,JAGANNATH SAHOO,02-Oct-2025 12:46 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3120155,NARAYAN SAHOO,09-Oct-2025 04:12 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3119682,NISHIKANTA SUTAR,09-Oct-2025 02:00 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3122126,PRASANJIT PANDA,10-Oct-2025 02:37 PM,Accepted-AOC,AOC,03-Mar-2026 05:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3121648,RASHMIRANJAN MOHAPATRA,10-Oct-2025 12:09 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3109107,SANYASI KUMAR GHADEI,04-Oct-2025 01:07 PM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3121511,SISIR KUMAR BHUYAN,10-Oct-2025 11:26 AM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3111656,SUDHIR KUMAR SWAIN,06-Oct-2025 12:30 AM,Rejected-Finance,LOTTERY,03-Mar-2026 05:22 PM,,,,,,,AOC
