Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Chief Executive Officer,Internal,,Rajendra Nath Nayak,13-Jul-2023 04:10 PM,13-Jul-2023 05:00 PM,techsummary_429668.pdf (464.25 KB),WATCO Bhubaneswar,2023_WATCO_86426_1,WATCO (W)-41(2)/2022-23 Dtd.20.02.2023,"Laying of 300MM, 250MM, 200MM, and 150mm and 100mm dia D.I K7 Distribution pipe Line and house service connection for implementation of Drink From Tap with 24x7 W/S to Vyasanagar Municipality,Jajpur Road",1.0,2095675.0,KNR CONSTRUCTIONS KHAMMAM,INR,"76,809,666",Finance,Three no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,13-Jul-2023 05:13 PM,,BOQ Comparative Chart,1,2095877,ASHISH MOHANTY,06-Mar-2023 03:57 PM,Rejected-AOC,Not a lowest bidder,01-Sep-2023 11:16 AM,Technical,Four no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,09-Mar-2023 12:58 PM,,Chief Executive Officer,Internal,,Rajendra Nath Nayak,01-Sep-2023 11:13 AM,finsummary_429668.pdf (325.30 KB),01-Sep-2023,"INR 76,809,666",180.0,Rajendra Nath Nayak,01-Sep-2023 11:15 AM,AOC.pdf (622.00 KB),AOC,WATCO Bhubaneswar,WATCO (W)-41(2)/2022-23 Dtd.20.02.2023,2023_WATCO_86426_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","11,800",Nil,Nil,No,24-Feb-2023 11:00 AM,09-Mar-2023 12:30 PM,24-Feb-2023 11:00 AM,06-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 11:00 AM,06-Mar-2023 05:00 PM,13-Jul-2023 05:00 PM,"Laying of 300MM, 250MM, 200MM, and 150mm and 100mm dia D.I K7 Distribution pipe Line and house service connection for implementation of Drink From Tap with 24x7 W/S to Vyasanagar Municipality,Jajpur Road","Laying of 300MM, 250MM, 200MM, and 150mm and 100mm dia D.I K7 Distribution pipe Line and house service connection for implementation of Drink From Tap with 24x7 W/S to Vyasanagar Municipality,Jajpur Road",Please refer Tender documents. ,NA ,"8,53,35,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,"Vyasanagar Municipality, Jajpur",755019.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",1.0,ICICI BANK,"8,54,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2095675,KNR CONSTRUCTIONS KHAMMAM,06-Mar-2023 04:57 PM,Accepted-AOC,Lowest bidder,01-Sep-2023 11:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2095353,SISIRA KANTA JENA,05-Mar-2023 02:17 PM,Rejected-AOC,Not a lowest bidder,01-Sep-2023 11:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2095911,SUSHIL KUMAR SAHOO,06-Mar-2023 03:52 PM,Rejected-Technical,Technically disqualified,13-Jul-2023 04:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
