S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2144989.0,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,23-May-2023 05:35 PM,Accepted-AOC,Ist.lowest (lottery),13-Sep-2023 01:00 PM,29-Aug-2023,"INR 472,181",90.0,Biswanath Meher,13-Sep-2023 12:59 PM,AOC_Guchapali.pdf (747.00 KB),ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE was awarded the work with agreement value of Rs.472181.00,Finance,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,21-Jun-2023 11:59 AM,finance_438356.pdf,BOQ Comparative Chart,"Er. Arun Kumar Barik,EE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,21-Jun-2023 12:05 PM,finsummary_438356.pdf (472.48 KB),"Er. Arun Kumar Barik,EE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,21-Jun-2023 12:01 PM,techsummary_438356.pdf (472.48 KB),"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",2023_RWSS_89102_11,03 of 2023-24,External Electrification to the Pump House at village Ghuchapali for RPWS to village Ghuchapali under Padampur Block,1.0,2144989.0,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,INR,"472,281",AOC,"SE RWSS Division,Bargarh","O/O SE RWSS Division,Bargarh",1.0,ICICI BANK,"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",03 of 2023-24,2023_RWSS_89102_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"5,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD,VAT,GSTIN,Experience Certificate,Registration Certificate etc.",External Electrification to the Pump House at village Ghuchapali for RPWS to village Ghuchapali under Padampur Block,External Electrification to the Pump House at village Ghuchapali for RPWS to village Ghuchapali under Padampur Block,Please refer Tender Documents ,NA ,,Civil Works - Water Works,Electrification to Pump House ,Tender,90.0,90.0,village Ghuchapali under Padampur Block,768028.0,"O/O SE RWSS Division,Bargarh ","O/O SE RWSS Division,Bargarh ",24-May-2023 11:00 AM ,"O/O SE RWSS Division,Bargarh",No ,No,18-May-2023 12:00 PM,30-May-2023 11:00 AM,18-May-2023 12:00 PM,29-May-2023 05:00 PM,18-May-2023 12:00 PM ,29-May-2023 05:00 PM ,18-May-2023 12:00 PM,29-May-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,AOC
2.0,2150256.0,N KHUSI AND HAPPY GROUP,29-May-2023 03:50 PM,Rejected-AOC,Ist.lowest,13-Sep-2023 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
