Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Papercost,Affidavit,EMD,PAN,GST,Contractor Registration certificate,EPF,Experience certificate etc","49,813",Yes,percentage,1.0%,Nil,Nil,Construction of 06.60 mtr outer dia and 15.00 mtr high Stone Masonary RCC Percolation well and its ancillary work for RPWS to village Chochobahali in Barabandha GP under M. Rampur block,Construction of 06.60 mtr outer dia and 15.00 mtr high Stone Masonary RCC Percolation well and its ancillary work for RPWS to village Chochobahali in Barabandha GP under M. Rampur block,Please refer to DTCN ,NA ,"49,81,340",Civil Works - Water Works,NA ,Tender,180.0,270.0,Chochobahali,766001.0,NA ,NA ,NA ,Kalahandi RWSS Division Bhawanipatna,No ,No,1.0,ICICI BANK,13-Apr-2023 12:00 PM,21-Apr-2023 10:00 AM,13-Apr-2023 12:00 PM,20-Apr-2023 05:30 PM,NA ,NA ,13-Apr-2023 12:00 PM,20-Apr-2023 05:30 PM,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Kalahandi,"97/SE/RWSS/2022-23, Dt.31.03.2023",2023_RWSS_87839_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,Kalahandi RWSS Division Bhawanipatna,AOC,Finance,Technical Bid Opening Summary,Ajya Kumar Mishra,02-Sep-2023 12:57 PM,finance_433977.pdf,BOQ Comparative Chart,SE RWSS KLD,Internal,DAO II AEE ESTR,Ajya Kumar Mishra,23-Sep-2023 11:03 AM,techsummary_433977.pdf (128.75 KB),1,2118020,ADITYA KUMAR MISHRA,20-Apr-2023 03:26 PM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,26-Sep-2023,"INR 4,981,340",270.0,Ajya Kumar Mishra,26-Sep-2023 12:29 PM,3246.pdf (397.00 KB),AOC,1.0,2117356.0,Sujit Ranjan Prusty,INR,"4,234,637",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Kalahandi,2023_RWSS_87839_4,"97/SE/RWSS/2022-23, Dt.31.03.2023",Construction of 06.60 mtr outer dia and 15.00 mtr high Stone Masonary RCC Percolation well and its ancillary work for RPWS to village Chochobahali in Barabandha GP under M. Rampur block,SE RWSS KLD,Internal,DAO II AEE ESTR,Ajya Kumar Mishra,23-Sep-2023 11:20 AM,finsummary_433977.pdf (128.75 KB),AOC
,,.pdf,Other document as per dtcn,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2117484,Bhakta Charan Bhoi,20-Apr-2023 02:33 PM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2117231,DEBENDRA KUMAR SAHU,20-Apr-2023 01:34 PM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2115994,DURGA PRASAD GUPTA,20-Apr-2023 01:11 AM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2116609,GOPAL PRASAD SAHU,20-Apr-2023 01:26 PM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2116113,GRISMANTA KUMAR MEHER,20-Apr-2023 09:25 AM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2117073,Kshira Sagar Kumar,20-Apr-2023 03:52 AM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2117236,MANISHA AGRAWAL,20-Apr-2023 06:19 AM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2116227,MOHIT KUMAR AGRAWAL,19-Apr-2023 11:44 PM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2118056,PALAU SETHI,20-Apr-2023 04:14 PM,Rejected-AOC,Rejected as per OPWD code,26-Sep-2023 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
