Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Collector, BLS",Internal,"PA, DEE, JEs",RATIKANTA MADHEI,11-Sep-2023 12:09 PM,techsummary_440894.pdf (352.80 KB),1.0,2165838.0,ARATI TAREI,INR,"1,014,602.72",ST and SC Development Deptt||ITDA NILGIRI,2023_STSCD_89763_1,ITDANGR-01/2023-24,Construction of ICT Lab for Hostel at Sripati (SSD) HS,1,2165887,Ananta Nayak,22-Jun-2023 01:47 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,11-Sep-2023,"INR 1,014,602.72",30.0,RATIKANTA MADHEI,11-Sep-2023 12:23 PM,1.pdf (232.00 KB),AOC,Finance,All Documents Download,RATIKANTA MADHEI,11-Sep-2023 12:03 PM,finance_440894.pdf,BOQ Comparative Chart,"Collector, BLS",Internal,"PA, DEE, JEs",RATIKANTA MADHEI,11-Sep-2023 12:20 PM,finsummary_440894.pdf (232.02 KB),AOC,"12,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN Card, GSTIN Reg. Certificate etc.",ST and SC Development Deptt||ITDA NILGIRI,ITDANGR-01/2023-24,2023_STSCD_89763_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of ICT Lab for Hostel at Sripati (SSD) HS,Construction of ICT Lab for Hostel at Sripati (SSD) HS,D and C ,NA ,"11,93,510",Civil Works - Buildings,NA ,Tender,90.0,30.0,Nilgiri,756040.0,NA ,NA ,NA ,"ITDA, Nilgiri",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"PA, ITDA, Nilgiri",AT/PO- Nilgiri,12-Jun-2023 10:00 AM,23-Jun-2023 11:00 AM,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,NA ,NA ,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,2,2165838,ARATI TAREI,22-Jun-2023 01:32 PM,Accepted-AOC,Qualified in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2164339,BISWAMBAR BUGUDAI,22-Jun-2023 12:21 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2165435,DHARAMJIT NAYAK,21-Jun-2023 07:40 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2164093,KANCHAN MOHAPATRA,20-Jun-2023 06:36 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2163938,MAMATA SAHANI,21-Jun-2023 05:10 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2163759,RABINDRA NATH PARIDA,22-Jun-2023 10:49 AM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2165014,RAMAKRUSHNA MOHAPATRA,21-Jun-2023 03:47 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
