Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
"Collector, BLS",Internal,"PA, AEE, JE",RATIKANTA MADHEI,11-Sep-2023 12:48 PM,techsummary_440899.pdf (352.80 KB),1.0,2163766.0,RABINDRA NATH PARIDA,INR,"1,014,602.72",ST and SC Development Deptt||ITDA NILGIRI,2023_STSCD_89763_4,ITDANGR-01/2023-24,Construction of ICT Lab for Hostel at Tenda (SSD) GHS,1,2165945,Ananta Nayak,22-Jun-2023 02:23 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,Finance,All Documents Download,RATIKANTA MADHEI,11-Sep-2023 12:35 PM,finance_440899.pdf,BOQ Comparative Chart,"Collector, BLS",Internal,"PA, AEE, JE",RATIKANTA MADHEI,11-Sep-2023 02:57 PM,finsummary_440899.pdf (352.80 KB),11-Sep-2023,"INR 1,014,602.72",30.0,RATIKANTA MADHEI,11-Sep-2023 03:13 PM,4.pdf (315.00 KB),AOC,AOC,Construction of ICT Lab for Hostel at Tenda (SSD) GHS,Construction of ICT Lab for Hostel at Tenda (SSD) GHS,D and C ,NA ,"11,93,510",Civil Works - Buildings,NA ,Tender,90.0,30.0,Nilgiri,756040.0,NA ,NA ,NA ,"ITDA, Nilgiri",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN Card, GSTIN Reg. Certificate etc.",ST and SC Development Deptt||ITDA NILGIRI,ITDANGR-01/2023-24,2023_STSCD_89763_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"PA, ITDA, Nilgiri",AT/PO- Nilgiri,"12,000",Yes,fixed,,Nil,Nil,12-Jun-2023 10:00 AM,23-Jun-2023 11:00 AM,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,NA ,NA ,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,2164347,BISWAMBAR BUGUDAI,22-Jun-2023 12:46 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,2164286,DHARAMJIT NAYAK,20-Jun-2023 03:34 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2165852,HEMANTA KUMAR TAREI,22-Jun-2023 01:54 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2164124,KANCHAN MOHAPATRA,20-Jun-2023 06:58 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2164015,MAMATA SAHANI,21-Jun-2023 05:21 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2163766,RABINDRA NATH PARIDA,22-Jun-2023 11:06 AM,Accepted-AOC,Qualified in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2165040,RAMAKRUSHNA MOHAPATRA,21-Jun-2023 04:10 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
