S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2095846.0,ADITYA ENGINEERING SERVICES,06-Mar-2023 02:42 PM,Rejected-AOC,Not a lowest bidder,12-Sep-2023 11:02 AM,Technical,Two no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,09-Mar-2023 12:47 PM,,Finance,Two no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,13-Jul-2023 05:15 PM,,BOQ Comparative Chart,12-Sep-2023,"INR 53,960,000",540.0,Rajendra Nath Nayak,12-Sep-2023 11:02 AM,AOC.pdf (581.00 KB),Chief Executive Officer,Internal,,Rajendra Nath Nayak,12-Sep-2023 10:59 AM,finsummary_429711.pdf (338.70 KB),Chief Executive Officer,Internal,,Rajendra Nath Nayak,13-Jul-2023 04:14 PM,13-Jul-2023 05:00 PM,techsummary_429711.pdf (398.86 KB),WATCO Bhubaneswar,2023_WATCO_86451_1,WATCO (W)-43/2022-23 Dtd.20.02.2023,"Construction of 9.5 MLD WATER TREATMENT PLANT at Mundamala, Vyasanagar, Jajpur Road",1.0,2095905.0,RAMAKANTA PANDA,INR,"53,960,000",AOC,24-Feb-2023 11:00 AM,09-Mar-2023 12:30 PM,24-Feb-2023 11:00 AM,06-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 11:00 AM,06-Mar-2023 05:00 PM,13-Jul-2023 05:00 PM,"5,71,000",Yes,fixed,,Nil,Nil,"Construction of 9.5 MLD WATER TREATMENT PLANT at Mundamala, Vyasanagar, Jajpur Road","Construction of 9.5 MLD WATER TREATMENT PLANT at Mundamala, Vyasanagar, Jajpur Road",Please refer Tender documents. ,NA ,"5,70,00,000",Civil Works - Water Works,NA ,Tender,120.0,540.0,"Vyasanagar, Jajpur Road",755019.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","11,800",Nil,Nil,No,1.0,ICICI BANK,WATCO Bhubaneswar,WATCO (W)-43/2022-23 Dtd.20.02.2023,2023_WATCO_86451_1,Yes,National Competitive Bid,Lump-sum,Works,2.0,No,No,Online,No,No,No,AOC
2.0,2095905.0,RAMAKANTA PANDA,06-Mar-2023 04:03 PM,Accepted-AOC,Lowest bidder,12-Sep-2023 11:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC
