Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
EE,Internal,"DAO, AEE ESTIMATOR, AE ESTIMATOR",Basanta Kumar Nayak,14-Sep-2023 01:37 PM,finsummary_442592.pdf (838.31 KB),Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Kendrapara,2023_RWSS_90291_2,RWS/13/2023-24,External electrification works of RPWS to Tarapur under Kendrapara Block in Kendrapara District,14-Sep-2023,"INR 675,159",30.0,Basanta Kumar Nayak,14-Sep-2023 01:38 PM,tarapurpowo.pdf (1303.00 KB),LOTTERY WINNER GOT AWARDED THE WORK WITH 14.99 PERCENTAGE LESS,1.0,2173482.0,Trupti Electrical,INR,"675,159",Finance,Only 2 bidders have participated in the tender and their bid admitted for taking further course of action,Basanta Kumar Nayak,14-Jul-2023 11:33 AM,,BOQ Comparative Chart,1,2176569,M/S JAY MAA TARINI ELECTRICAL AND CONSTRUCTION,12-Jul-2023 02:20 PM,Rejected-AOC,REJECTED,14-Sep-2023 01:39 PM,EE,Internal,"DAO, AEE ESTIMATOR, AE ESTIMATOR",Basanta Kumar Nayak,14-Sep-2023 01:32 PM,techsummary_442592.pdf (838.31 KB),AOC,EE RWSS DIVISION KENDRAPARA,AT ICHHAPUR PO SHREE BALADEVJEW DIST KENDRAPARA,"4,000",0.0,Nil,Nil,No,04-Jul-2023 10:00 AM,14-Jul-2023 11:00 AM,04-Jul-2023 10:00 AM,13-Jul-2023 05:30 PM,04-Jul-2023 10:00 AM ,06-Jul-2023 05:30 PM ,04-Jul-2023 10:00 AM,13-Jul-2023 05:30 PM,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Division Kendrapara,RWS/13/2023-24,2023_RWSS_90291_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,800",Yes,fixed,,Nil,Nil,External electrification works of RPWS to Tarapur under Kendrapara Block in Kendrapara District,External electrification works of RPWS to Tarapur under Kendrapara Block in Kendrapara District,Please refer Tender documents. ,NA ,"6,73,061",Electrical Works,NA ,Tender,90.0,30.0,KENDRAPARA,754212.0,OFFICE OF THE EE RWSS DIVISION KENDRAPARA ,OFFICE OF THE EE RWSS DIVISION KENDRAPARA ,04-Jul-2023 10:00 AM ,KENDRAPARA,No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2173482,Trupti Electrical,06-Jul-2023 07:40 PM,Accepted-AOC,LOTTERY WINNER GOT AWARDED THE WORK,14-Sep-2023 01:39 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
