Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
27-Sep-2023,"INR 871,243.68",45.0,Manas Biswal,27-Sep-2023 01:01 PM,MC17.pdf (1399.00 KB),Awarded to SK Enterprises,Rourkela Municipal Corporation,2023_RMC_91492_6,MC/RMC/17/2023,"Construction of road and drain at Hasanpur, Nala Road W.No. 31.",Finance,Opened,Manas Biswal,27-Sep-2023 11:34 AM,finance_445986.pdf,BOQ Comparative Chart,1,2199017,"M/s. Star Traders, Proprietor-Mohammed Nizamuddin",10-Aug-2023 01:56 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:54 AM,Commissioner,External,"Executive Engineer, Audit Officer, Dy. Commissioner",Manas Biswal,27-Sep-2023 11:54 AM,techsummary_445986.pdf (1398.84 KB),1.0,2198257.0,SK ENTERPRISES,INR,"871,243.68",Commissioner,External,"Executive Engineer, Audit Officer, Dy. Commissioner",Manas Biswal,27-Sep-2023 12:47 PM,finsummary_445986.pdf (1398.84 KB),AOC,"Construction of road and drain at Hasanpur, Nala Road W.No. 31.",Works,Please refer Tender documents. ,NA ,"10,25,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"10,250",Yes,fixed,,Nil,Nil,1,ICICI BANK,01-Aug-2023 03:00 PM,11-Aug-2023 11:00 AM,01-Aug-2023 03:00 PM,10-Aug-2023 05:00 PM,NA ,NA ,01-Aug-2023 03:00 PM,10-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, Paper Cost and other documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/17/2023,2023_RMC_91492_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",AOC
,,,,,,,,,,,,,,,,,2,2198257,SK ENTERPRISES,09-Aug-2023 02:55 PM,Accepted-AOC,By Tender Committee,27-Sep-2023 01:02 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
