Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Commissioner,External,"Executive Engineer, Audit Officer, Dy. Commissioner",Manas Biswal,30-Sep-2023 01:03 PM,finsummary_450397.pdf (1951.74 KB),Rourkela Municipal Corporation,2023_RMC_92721_28,MC/RMC/20/2023,"Construction of Pavered road using Paver block from Bhata basti main road to MAC approach, Bhata Basti, Koel nagar W.No 34, Rourkela",1.0,2218507.0,SAROJ KUMAR SAHOO,INR,"412,810.74",30-Sep-2023,"INR 412,810.74",30.0,Manas Biswal,30-Sep-2023 01:25 PM,MC20.pdf (1952.00 KB),Awarded to Saroj Kumar Sahoo,1,2221692,PRADEEP PATRA,28-Aug-2023 03:14 PM,Rejected-Technical,By The Tender Committee,30-Sep-2023 12:40 PM,Commissioner,External,"Executive Engineer, Audit Officer, Dy. Commissioner",Manas Biswal,30-Sep-2023 12:40 PM,techsummary_450397.pdf (1951.74 KB),Finance,Opened,Manas Biswal,30-Sep-2023 12:16 PM,finance_450397.pdf,BOQ Comparative Chart,AOC,Rourkela Municipal Corporation,MC/RMC/20/2023,2023_RMC_92721_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, Paper Cost and other documents as per DTCN",19-Aug-2023 06:55 PM,29-Aug-2023 11:00 AM,19-Aug-2023 06:55 PM,28-Aug-2023 05:00 PM,NA ,NA ,19-Aug-2023 06:55 PM,28-Aug-2023 05:00 PM,"Construction of Pavered road using Paver block from Bhata basti main road to MAC approach, Bhata Basti, Koel nagar W.No 34, Rourkela",Works,Please refer Tender documents. ,NA ,"4,86,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1,ICICI BANK,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","4,860",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2218507,SAROJ KUMAR SAHOO,26-Aug-2023 12:31 PM,Accepted-AOC,By The Tender Committee,30-Sep-2023 01:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC
