Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",1.0,ICICI BANK,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",24-Feb-2023 11:00 AM,09-Mar-2023 12:30 PM,24-Feb-2023 11:00 AM,06-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 11:00 AM,06-Mar-2023 05:00 PM,13-Jul-2023 05:00 PM,"11,800",Nil,Nil,No,WATCO Bhubaneswar,WATCO (W)-44/2022-23 Dtd.20.02.2023,2023_WATCO_86452_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"5,41,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Other,,"Installation of Automation System, PIC and Chlorination System with provision of DG Set for Implementation of Drink From Tap with 24x7 W/S to Dma-1 (New ESR), 2(New ESR),3(New ESR),4(New ESR),5(New ESR) and 6(New ESR) at Vyasanagar, Jajpur Road","Installation of Automation System, PIC and Chlorination System with provision of DG Set for Implementation of Drink From Tap with 24x7 W/S to Dma-1 (New ESR), 2(New ESR),3(New ESR),4(New ESR),5(New ESR) and 6(New ESR) at Vyasanagar, Jajpur Road",Please refer Tender documents. ,NA ,"5,40,94,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,"Vyasanagar, Jajpur Road",755019.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,12-Sep-2023,"INR 49,994,071",180.0,Rajendra Nath Nayak,12-Sep-2023 11:20 AM,AOC.pdf (741.00 KB),Chief Executive Officer,Internal,,Rajendra Nath Nayak,12-Sep-2023 11:19 AM,finsummary_429713.pdf (269.06 KB),Technical,Two no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,09-Mar-2023 12:50 PM,,1.0,2095812.0,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,06-Mar-2023 04:23 PM,Rejected-AOC,Not a lowest bidder,12-Sep-2023 11:21 AM,Finance,Two no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,13-Jul-2023 05:18 PM,,BOQ Comparative Chart,1.0,2090971.0,M/s WATCO,INR,"49,994,071",WATCO Bhubaneswar,2023_WATCO_86452_1,WATCO (W)-44/2022-23 Dtd.20.02.2023,"Installation of Automation System, PIC and Chlorination System with provision of DG Set for Implementation of Drink From Tap with 24x7 W/S to Dma-1 (New ESR), 2(New ESR),3(New ESR),4(New ESR),5(New ESR) and 6(New ESR) at Vyasanagar, Jajpur Road",Chief Executive Officer,Internal,,Rajendra Nath Nayak,13-Jul-2023 04:16 PM,13-Jul-2023 05:00 PM,techsummary_429713.pdf (561.41 KB),AOC
,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,2090971.0,M/s WATCO,03-Mar-2023 06:15 PM,Accepted-AOC,Lowest bidder,12-Sep-2023 11:21 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
