Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
"Collector, BLS",Internal,"PA, DEE, JEs",RATIKANTA MADHEI,11-Sep-2023 12:43 PM,techsummary_440895.pdf (352.80 KB),1.0,2165167.0,DHARAMJIT NAYAK,INR,"1,014,602.72",ST and SC Development Deptt||ITDA NILGIRI,2023_STSCD_89763_2,ITDANGR-01/2023-24,Construction of ICT Lab for Hostel at Baliajhar(SSD) HS,1,2165902,Ananta Nayak,22-Jun-2023 01:53 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:07 PM,11-Sep-2023,"INR 1,014,602.72",30.0,RATIKANTA MADHEI,11-Sep-2023 03:05 PM,2.pdf (237.00 KB),AOC,Finance,All Documents Download,RATIKANTA MADHEI,11-Sep-2023 12:31 PM,finance_440895.pdf,BOQ Comparative Chart,"Collector, BLS",Internal,"PA, AEE, JE",RATIKANTA MADHEI,11-Sep-2023 02:51 PM,finsummary_440895.pdf (352.80 KB),AOC,"6,000",0.0,Nil,Nil,No,12-Jun-2023 10:00 AM,23-Jun-2023 11:00 AM,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,NA ,NA ,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,1.0,ICICI BANK,Construction of ICT Lab for Hostel at Baliajhar(SSD) HS,Construction of ICT Lab for Hostel at Baliajhar (SSD) HS,D and C ,NA ,"11,93,510",Civil Works - Buildings,NA ,Tender,90.0,30.0,Nilgiri,756040.0,NA ,NA ,NA ,"ITDA, Nilgiri",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN Card, GSTIN Reg. Certificate etc.",ST and SC Development Deptt||ITDA NILGIRI,ITDANGR-01/2023-24,2023_STSCD_89763_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"12,000",Yes,fixed,,Nil,Nil,"PA, ITDA, Nilgiri",AT/PO- NILGIRI,AOC
,,,,,,,,,,,,,,,2,2164341,BISWAMBAR BUGUDAI,22-Jun-2023 12:27 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:07 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2165167,DHARAMJIT NAYAK,21-Jun-2023 02:00 PM,Accepted-AOC,Qualified in Lottery,11-Sep-2023 03:07 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2164107,KANCHAN MOHAPATRA,20-Jun-2023 06:41 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:07 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2163950,MAMATA SAHANI,21-Jun-2023 05:15 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:07 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2163761,RABINDRA NATH PARIDA,22-Jun-2023 10:54 AM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:07 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2165030,RAMAKRUSHNA MOHAPATRA,21-Jun-2023 03:51 PM,Rejected-AOC,Not Qualify in Lottery,11-Sep-2023 03:07 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
