Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
27-Sep-2023,"INR 1,900,188.97",120.0,Manas Biswal,27-Sep-2023 12:58 PM,MC17.pdf (1399.00 KB),Awarded to Kanha Construction,Rourkela Municipal Corporation,2023_RMC_91492_4,MC/RMC/17/2023,"Construction of drain and road from LCR 367 to LCR 418, Chhend Phase 1",1,2199041,ALOK KUMAR JENA,10-Aug-2023 02:05 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,Finance,Opened,Manas Biswal,27-Sep-2023 11:32 AM,finance_445981.pdf,BOQ Comparative Chart,Commissioner,External,"Executive Engineer, Audit Officer, Dy. Commissioner",Manas Biswal,27-Sep-2023 11:50 AM,techsummary_445981.pdf (1398.84 KB),Commissioner,External,"Executive Engineer, Audit Officer, Dy. Commissioner",Manas Biswal,27-Sep-2023 12:44 PM,finsummary_445981.pdf (1398.84 KB),1.0,2199004.0,MS KANHA CONSTRUCTION,INR,"1,900,188.97",AOC,1.0,ICICI BANK,"22,350",Yes,fixed,,Nil,Nil,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, Paper Cost and other documents as per DTCN","6,000",Nil,Nil,No,"Construction of drain and road from LCR 367 to LCR 418, Chhend Phase 1",Works,Please refer Tender documents. ,NA ,"22,35,000",Civil Works - Others,NA ,Tender,90.0,120.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/17/2023,2023_RMC_91492_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-Aug-2023 03:00 PM,11-Aug-2023 11:00 AM,01-Aug-2023 03:00 PM,10-Aug-2023 05:00 PM,NA ,NA ,01-Aug-2023 03:00 PM,10-Aug-2023 05:00 PM,AOC
,,,,,,,,,,,2,2198976,AMARENDRA KUMAR KAR,10-Aug-2023 01:27 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,3,2198342,AMIT KUMAR KESHARI,09-Aug-2023 03:52 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,4,2198906,AMULYA KUMAR SETHI,10-Aug-2023 12:46 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,5,2194836,ANIL BEHERA (S.C),04-Aug-2023 09:36 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,6,2199144,ESHRAUEL HAQUE,10-Aug-2023 03:44 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,7,2199178,GYANA RANJAN DAS,10-Aug-2023 04:14 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,8,2197472,Jayadev Behera,08-Aug-2023 05:36 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,9,2198541,MANORANJAN JENA,09-Aug-2023 07:39 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,10,2198513,MITRA SEKHAR PARIDA,09-Aug-2023 07:09 PM,Rejected-Technical,By The Tender Committee,27-Sep-2023 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
