Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,2023_RWSS_90621_1,TCN NO. 14 DT. 07.07.2023,EXECUTION OF RETROFITTING 40 LPCD RPWS SCHEME TO BHIMPURA OF REMUNA BLOCK IN BALASORE DISTRICT-JJM,Technical,"Out of 9 nos bid, one bid is not qualified in technical evaluation",Paramananda Behera,01-Sep-2023 06:29 PM,technical_443740.pdf,"Er. R.Sial, ACE",External,"Er. S.C.De, SE, Er. P.N.Behera, AEE Er. C.Sethi, AE and Sri J.Guha, DAO",Paramananda Behera,16-Sep-2023 06:27 PM,finsummary_443740.pdf (649.53 KB),Finance,8 nos financial bids are received for evaluation,Paramananda Behera,02-Sep-2023 11:21 AM,finance_443740.pdf,BOQ Comparative Chart,29-Sep-2023,"INR 10,291,771",330.0,Samir Chandra De,29-Sep-2023 06:08 PM,BiruhanWO.pdf (606.00 KB),AoC,1.0,2183010.0,MS AYUSH ENGINEERING AND COMPANY,INR,"10,291,771",Er R Sial ACE,External,"Er S C De, SE, Er P N Behera, AE Estr, Er CSethi, AE and Sri J K Guha, DAO",Paramananda Behera,01-Sep-2023 06:52 PM,02-Sep-2023 09:00 AM,techsummary_443740.pdf (781.24 KB),1,2189783,ARJUN TUDU,30-Jul-2023 03:34 PM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,"1,21,065",Yes,percentage,1.0%,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,TCN NO. 14 DT. 07.07.2023,2023_RWSS_90621_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTION OF RETROFITTING 40 LPCD RPWS SCHEME TO BHIMPURA OF REMUNA BLOCK IN BALASORE DISTRICT-JJM,RPWS WITH RCC ESR,Please refer Tender documents. ,NA ,"1,21,06,542",Civil Works - Water Works,NA ,Tender,180.0,330.0,BALASORE,756001.0,O/O EE RWSS DIVISION BALASORE ,O/O EE RWSS DIVISION BALASORE ,24-Jul-2023 11:00 AM ,EE RWSS DIVISION BALASORE,No ,No,1.0,Fee/PreQual/Technical,.pdf,"BID COST, BID SECURITY, GST, PAN, CRC AND AFFIDAVIT",1.0,ICICI BANK,O/O EE RWSS DIVISION BALASORE,O/O EE RWSS DIVISION BALASORE,20-Jul-2023 03:00 PM,03-Aug-2023 11:00 AM,20-Jul-2023 03:00 PM,02-Aug-2023 05:00 PM,20-Jul-2023 03:00 PM ,31-Jul-2023 03:00 PM ,20-Jul-2023 03:00 PM,02-Aug-2023 05:00 PM,02-Sep-2023 09:00 AM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2193019,GYANAJIT PATTANAIK,02-Aug-2023 02:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Sep-2023 06:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2186593,KAMALAKANTA DAS,02-Aug-2023 12:00 PM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2192957,KISHORE KUMAR BEHERA,02-Aug-2023 04:13 PM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2183010,MS AYUSH ENGINEERING AND COMPANY,02-Aug-2023 11:07 AM,Accepted-AOC,AoC,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2192757,M/S SHREE SHYAM INFRA PROP. SRI LOKESH SHARMA,02-Aug-2023 12:48 PM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2192233,PRAVAKAR JENA,02-Aug-2023 03:13 PM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2191792,SATYANARAYAN DAS,01-Aug-2023 11:53 AM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2190909,SUSHREE SASMITA PRADHAN,02-Aug-2023 01:28 PM,Rejected-AOC,Cancelled,29-Sep-2023 06:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
