Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
AS PER ACCEPTANCE LETTER,Internal,AS PER ACCEPTANCE LETTER,Bikram Keshari Malla,18-Jul-2023 04:10 PM,finsummary_426448.pdf (740.97 KB),18-Jul-2023,"INR 14,364,061",360.0,Bikram Keshari Malla,18-Jul-2023 04:11 PM,WORKP.pdf (699.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 16.03.2023,Finance,PRICE BID OPENED,Bikram Keshari Malla,21-Feb-2023 12:14 PM,,BOQ Comparative Chart,1.0,2069270.0,JOGENDRA KUMAR MOHANTY,07-Feb-2023 06:05 PM,Rejected-Finance,DUE TO L2 BIDDER,18-Jul-2023 04:10 PM,Technical,2 NOS OF BIDDERS PARTICIPATED,Bikram Keshari Malla,09-Feb-2023 11:32 AM,,1.0,2074474.0,SUSANTA KUMAR SAHOO,INR,"14,364,061",Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_85572_6,51/OPHWC/2022-23,"Cluster of 1.Constn. of 6 Nos.F type Qtrs. at Khajuripada PS, Kandhamal and 2.Constn. of Toilet Cum Bath Room at Khajuripada P.S, Kandhamal",AS PER TC MINUTES,Internal,AS PER TC MINUTES,Bikram Keshari Malla,20-Feb-2023 06:08 PM,21-Feb-2023 11:00 AM,techsummary_426448.pdf (266.02 KB),AOC,Orissa State Police Housing and Welfare Corporation Ltd,51/OPHWC/2022-23,2023_OSPHW_85572_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"1,59,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",25-Jan-2023 06:00 PM,09-Feb-2023 11:00 AM,25-Jan-2023 06:00 PM,08-Feb-2023 05:00 PM,25-Jan-2023 06:00 PM ,31-Jan-2023 05:00 PM ,25-Jan-2023 06:00 PM,08-Feb-2023 05:00 PM,21-Feb-2023 11:00 AM,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,"Cluster of 1.Constn. of 6 Nos.F type Qtrs. at Khajuripada PS, Kandhamal and 2.Constn. of Toilet Cum Bath Room at Khajuripada P.S, Kandhamal",Building Work,Please refer Tender documents  ,NA ,"1,59,58,295",Civil Works - Buildings,NA ,Tender,90.0,360.0,Kandhamal,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2.0,2074474.0,SUSANTA KUMAR SAHOO,08-Feb-2023 02:33 PM,Accepted-AOC,QUALIFIED BIDDER,18-Jul-2023 04:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
