Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
COLLECTOR BHADRAK,Internal,CSO CUM DM BHADRAK RTO BHADRAK DLO BHADRAK DSWO BHADRAK,Ratikanta Sial,01-Jun-2023 06:23 PM,02-Jun-2023 11:00 AM,techsummary_435668.pdf (8166.55 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Bhadrak,2023_OSCSC_88345_1,1903.0,DTCN FOR LII TC FOR BONTH BLOCK,1.0,2141875.0,PURNA CHANDRA MOHAPATRA,INR,"4,858,912.1",Finance,ALL THE ABOVE BIDDERS ARE PARTICIPATED IN PRICE BID,Ratikanta Sial,28-Jun-2023 03:12 PM,,BOQ Comparative Chart,1,2142989,ALOK RANJAN PANDA,20-May-2023 10:07 PM,Rejected-Finance,REJECTED IN LOTTERY,28-Jun-2023 03:51 PM,Technical,ALL THE ABOVE BIDDERS ARE PARTICIPATED IN THE E TENDER PROCESS FOR BONTH BLOCK,Ratikanta Sial,01-Jun-2023 06:16 PM,,18-Jul-2023,"INR 5,715,694.74",730.0,Ratikanta Sial,25-Jul-2023 11:36 AM,AOCLII.pdf (946.00 KB),AOC FOR BONTH BLOCK,COLLECTOR BHADRAK,Internal,CSO CUM DM BHADRAK RTO BHADRAK DLO BHADRAK DSWO BHADRAK,Ratikanta Sial,28-Jun-2023 03:51 PM,finsummary_435668.pdf (3922.84 KB),AOC,CSO CUM DISTRICT MANAGER,COLLECTOR BHADRAK DLO BHADRAK RTO BHADRAK DSWO BHADRAK,28-Apr-2023 10:00 AM,26-May-2023 10:00 AM,28-Apr-2023 10:00 AM,22-May-2023 05:00 PM,28-Apr-2023 10:00 AM ,29-Apr-2023 09:30 AM ,28-Apr-2023 10:00 AM,22-May-2023 05:00 PM,02-Jun-2023 11:00 AM,1.0,ICICI BANK,1.0,FEE CORRIGENDUM,Fee,,DTCN FOR LII TC FOR BONTH BLOCK,TRANSPORTATION OF FOOD GRAIN FROM RRC TO RETAIL POINT,TRANSPORTATION OF FOOD GRAIN FROM RRC TO RETAIL POINT ,NA ,,Handling and Transportation,HANDLING AND TRANSPORTATION ,Tender,45.0,730.0,BHADRAK DISTRICT,756100.0,CSO OFFICE BHADRAK ,CSO OFFICE BHADRAK ,29-Apr-2023 10:00 AM ,COLLECTORATE BHADRAK,No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN FOR LII TC FOR BONTH BLOCK FOR THE BIENNIAL YEAR 2023 25,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Bhadrak,1903.0,2023_OSCSC_88345_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,"2,85,785",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2142304,BHARAT ENTERPRISES,20-May-2023 07:06 PM,Rejected-Technical,ALL THE ANNEXURE AND APPENDIX ARE NOT DULY FILLED IN AS PER ANNEXURE II,01-Jun-2023 06:23 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ FOR BONTH BLOCK FOR THE BIENNIAL 2023 25,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2141900,BIRAJ KUMAR BHUYAN,21-May-2023 12:19 PM,Rejected-Technical,ALL THE ANNEXURE AND APPENDIX ARE NOT DULY FILLED IN AS PER ANNEXURE II,01-Jun-2023 06:23 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2141894,GANESH PRASAD SWAIN,21-May-2023 04:46 PM,Rejected-Finance,REJECTED IN LOTTERY,28-Jun-2023 03:51 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2141745,PRAMOD KUMAR ROUT,21-May-2023 12:39 PM,Rejected-Finance,REJECTED IN LOTTERY,28-Jun-2023 03:51 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,2141875,PURNA CHANDRA MOHAPATRA,20-May-2023 08:27 PM,Accepted-AOC,LI BIDDER,25-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,2142141,TRILOCHAN KHILAR,21-May-2023 11:58 AM,Rejected-Finance,REJECTED IN LOTTERY,28-Jun-2023 03:51 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
