S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
1.0,2130382.0,PADMANAV MALLICK,INR,"1,186,709",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,2023_PRSKI_88381_2,TENDER ONLINE 01 SUKINDA OF 2023-24,Renovation and Beutification of Kolani Pokhari,BDO SUKINDA,Internal,,NIRAKAR MOHAKUD,27-Jun-2023 01:14 PM,techsummary_435742.pdf (1093.87 KB),Finance,All bids are admitted,NAMRATA MODI,27-Jun-2023 11:31 AM,finance_435742.pdf,BOQ Comparative Chart,BDO SUKINDA,Internal,,NIRAKAR MOHAKUD,30-Jun-2023 11:03 AM,finsummary_435742.pdf (1093.87 KB),01-Jul-2023,"INR 1,186,709",240.0,NAMRATA MODI,01-Jul-2023 12:28 PM,KokaniPokhari.pdf (151.00 KB),1,2130959,ANSUMAN MALLICK,06-May-2023 09:26 AM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:29 PM,AOC,25-Apr-2023 05:00 PM,08-May-2023 11:30 AM,25-Apr-2023 05:00 PM,06-May-2023 05:00 PM,25-Apr-2023 05:00 PM ,04-May-2023 05:00 PM ,25-Apr-2023 05:00 PM,06-May-2023 05:00 PM,BLOCK DEVELOPMENT OFFICER SUKINDA,"PANCHAYAT SAMITI, SUKINDA DIST- JAJPUR PS-SUKINDA PIN-755018",Renovation and Beutification of Kolani Pokhari,Works,Please refer Tender documents. ,NA ,"13,95,964",Civil Works - Water Works,NA ,Tender,90.0,240.0,PANCHAYAT SAMITI SUKINDA,755018.0,NA ,NA ,NA ,PANCHAYAT SAMITI SUKINDA,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,TENDER ONLINE 01 SUKINDA OF 2023-24,2023_PRSKI_88381_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN,AFFIDAVIT, ONLINE CHALLAN OF TENDER COST, EMD AND OTHER DOCUMENT AS PER DTCN","14,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2130623,DARASINGH MUNDA,06-May-2023 10:31 AM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2131814,Dharmendra Das,06-May-2023 03:08 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2131242,MANORANJAN PATRA,05-May-2023 10:06 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2130864,M/S. JAGANNATH ENTERPRISES,05-May-2023 03:33 PM,Rejected-Technical,Rejected due to invalid license,27-Jun-2023 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2130382,PADMANAV MALLICK,05-May-2023 10:38 PM,Accepted-AOC,Tender awarded through lottery,01-Jul-2023 12:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
