Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BANKI- DAMPARA Block,2023_PRBD_87557_1,BDB-03/2022-23,Construction of Day Care Sub-Centre Cum Health and Wellness Centre At Banra.,BDO Damapada,Internal,,Shyamal Kumar Ray,24-Jul-2023 05:56 PM,finsummary_433168.pdf (367.57 KB),26-Jul-2023,"INR 2,733,648",240.0,Shyamal Kumar Ray,25-Jul-2023 06:41 PM,subcentreworkorder.pdf (2266.00 KB),1.0,2122980.0,GURUDEV SAHOO,INR,"2,733,648",Finance,tender committee opened the bids of Banara subcenter on 27.4.23,Shyamal Kumar Ray,20-Jul-2023 05:25 PM,finance_433168.pdf,BOQ Comparative Chart,BDO Dampada,Internal,,Shyamal Kumar Ray,24-Jul-2023 05:44 PM,techsummary_433168.pdf (547.72 KB),1,2123096,ARUN KUMAR PRADHAN,26-Apr-2023 02:35 PM,Rejected-AOC,unwilling,25-Jul-2023 06:42 PM,AOC,Construction of Day Care Sub-Centre Cum Health and Wellness Centre At Banra.,Construction of Day Care Sub-Centre Cum Health and Wellness Centre At Banra.,Please refer Tender documents. ,NA ,"28,77,222",Civil Works - Buildings,NA ,Tender,90.0,240.0,Banki-Dampada,754008.0,NA ,NA ,NA ,"panchayat samiti office ,Banki-Dampada",No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BANKI- DAMPARA Block,BDB-03/2022-23,2023_PRBD_87557_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,06-Apr-2023 10:00 AM,27-Apr-2023 11:30 AM,06-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,NA ,NA ,06-Apr-2023 10:00 AM,26-Apr-2023 05:00 PM,BDO,"BDO office , Banki-Dampada","6,000",Nil,Nil,No,1.0,ICICI BANK,"29,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2123291,DEBI PRASAD PARIDA,26-Apr-2023 03:55 PM,Rejected-AOC,l3,25-Jul-2023 06:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2122980,GURUDEV SAHOO,26-Apr-2023 03:45 PM,Accepted-AOC,willing,25-Jul-2023 06:42 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
