Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of 6.00 mtr ID Percolation well for RPWS to Village Jamut under Muribahal Block in District of Balangir,Construction of 6.00 mtr ID Percolation well for RPWS to Village Jamut under Muribahal Block in District of Balangir,PLEASE REFER DTCN ,NA ,"26,06,745",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,90.0,JAMUT UNDER MURIBAHAL BLOCK,767037.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID 47 OF 2022 - 23,2023_RWSS_86957_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"26,067",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,Yes,15-Mar-2023 06:30 PM,29-Mar-2023 11:00 AM,15-Mar-2023 06:30 PM,28-Mar-2023 05:00 PM,NA ,NA ,15-Mar-2023 06:30 PM,28-Mar-2023 05:00 PM,1.0,ICICI BANK,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST,PAN Contractor Registration Certificate, Experience certificate etc",AOC,1.0,2105165.0,Amit Agrawal,INR,"2,215,994",06-Jul-2023,"INR 2,606,745",90.0,Saroj Kumar Satapathy,06-Jul-2023 05:07 PM,jamut.pdf (503.00 KB),L1 BIDDER HAS RESPOND,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2023_RWSS_86957_3,BID 47 OF 2022 - 23,Construction of 6.00 mtr ID Percolation well for RPWS to Village Jamut under Muribahal Block in District of Balangir,Saroj_Kumar_Satapathy,Internal,ARJUN_MATHO_Mahendra_Pradhan_Khagendra_Barik,Saroj Kumar Satapathy,06-Jul-2023 05:06 PM,finsummary_431229.pdf (503.23 KB),Saroj_Kumar_Satapathy,Internal,ARJUN_MATHO_Mahendra_Pradhan_Khagendra_Barik,Saroj Kumar Satapathy,06-Jul-2023 05:01 PM,techsummary_431229.pdf (503.23 KB),1,2105165,Amit Agrawal,27-Mar-2023 09:30 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,06-Jul-2023 05:08 PM,Finance,Bid has Opened,Saroj Kumar Satapathy,29-Mar-2023 03:54 PM,finance_431229.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,Other document as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2103596,chaurasi suna,27-Mar-2023 10:45 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,06-Jul-2023 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2103858,DEBENDRA KUMAR SAHU,25-Mar-2023 09:02 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,06-Jul-2023 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2105865,Jugal Kishor Agrawal,28-Mar-2023 03:51 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,06-Jul-2023 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2105171,PRATIK ARYA,27-Mar-2023 08:29 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,06-Jul-2023 05:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2105841,RABI NARAYAN SETHI,28-Mar-2023 02:16 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,06-Jul-2023 05:08 PM,,,,,,,AOC
