S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,04-Feb-2023 04:00 PM,21-Feb-2023 11:00 AM,04-Feb-2023 04:00 PM,20-Feb-2023 05:00 PM,NA ,NA ,04-Feb-2023 04:00 PM,20-Feb-2023 05:00 PM,17-Mar-2023 11:00 AM,"Execution of RPWS to village Manhira_Bhainsa, Mirdhapali_Tulandi under Balangir Block with 5 year Operation and maintenance.","Execution of RPWS to village Manhira_Bhainsa, Mirdhapali_Tulandi under Balangir Block with 5 year Operation and maintenance.",PLEASE REFER DTCN ,NA ,"3,75,89,257",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,540.0,MANHIRA_BHAINSA UNDER BALANGIR BLOCK,767001.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID No 36 OF 2022-23,2023_RWSS_85855_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper cost, EMD,GST,PAN, Contractor Registration Certificate, Experience Certificate etc","10,000",0.0,Nil,Nil,Yes,"3,75,893",Yes,percentage,1.0%,Nil,Nil,AOC,Er_Jaynarayan_Seet,Internal,Er_SarojKumarSatapathy_Er_PratikKumarRout_Mr_ArjunMahto_Er_ResmaKujur_Er_IswarChandraDhamudia,Saroj Kumar Satapathy,16-Mar-2023 07:56 PM,17-Mar-2023 11:00 AM,techsummary_427258.pdf (203.57 KB),1.0,2078297.0,Haresh Kumar Agrawal,20-Feb-2023 02:09 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,12-Jul-2023 06:55 PM,1.0,2078297.0,Haresh Kumar Agrawal,INR,"33,834,090",Finance,FINANCIAL BID HAS BEEN OPENED,Saroj Kumar Satapathy,17-Mar-2023 07:10 PM,finance_427258.pdf,BOQ Comparative Chart,12-Jul-2023,"INR 37,589,257",540.0,Saroj Kumar Satapathy,12-Jul-2023 06:55 PM,MANHIRA.pdf (512.00 KB),L1 BIDDER HAS RESPOND,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2023_RWSS_85855_1,BID No 36 OF 2022-23,"Execution of RPWS to village Manhira_Bhainsa, Mirdhapali_Tulandi under Balangir Block with 5 year Operation and maintenance.",PRATIK_KUMAR_ROUT,Internal,ARJUN_MATHO_Mahendra_Pradhan_Khagendra_Barik,Saroj Kumar Satapathy,12-Jul-2023 06:54 PM,finsummary_427258.pdf (511.62 KB),Technical,Bid has been Opened,Saroj Kumar Satapathy,21-Feb-2023 12:52 PM,technical_427258.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,AOC,,,,,,,,2.0,2083958.0,"prasanta kumar sahu, prop-of nilamadhaba construction",19-Feb-2023 11:23 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,12-Jul-2023 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTY,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
