Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Kuchinda,ITDAKCD-01/2023-24,2023_STSCD_89121_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,Project Administrator ITDA Kuchinda,At/Po-Kuchinda,"12,600",Yes,fixed,,Nil,Nil,Improvement of School Campus of Jarabaga Ashram School,Improvement of School Campus of Jarabaga Ashram School,As per BoQ ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Jarabaga Kesaibahal Bamra,768222.0,NA ,NA ,NA ,O/o the Project Administrator ITDA Kuchinda,No ,No,19-May-2023 09:00 AM,26-May-2023 09:00 AM,19-May-2023 09:00 AM,25-May-2023 06:00 PM,19-May-2023 09:00 AM ,25-May-2023 06:00 PM ,19-May-2023 09:00 AM,25-May-2023 06:00 PM,1.0,ICICI BANK,AOC,1,2146088,BHESAJA KUMAR PATTA,24-May-2023 11:48 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,01-Jul-2023,"INR 1,258,368",90.0,HEMASAGAR BHOI,06-Jul-2023 11:35 AM,Workorder10.pdf (546.00 KB),As per Agreement,Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 06:58 PM,techsummary_438513.pdf (8222.61 KB),ST and SC Development Deptt||ITDA Kuchinda,2023_STSCD_89121_10,ITDAKCD-01/2023-24,Improvement of School Campus of Jarabaga Ashram School,Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 07:29 PM,finsummary_438513.pdf (3230.36 KB),Finance,Tender has been opened successfully.,HEMASAGAR BHOI,26-May-2023 11:33 AM,finance_438513.pdf,BOQ Comparative Chart,1.0,2146115.0,RAJESH KUMAR PATEL,INR,"1,069,739",AOC
,,,,,,,,,,,,,,,,,,,,,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2145369,BIKASH KUMAR NAYAK,25-May-2023 02:05 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2145274,Binata Pandey,24-May-2023 10:53 AM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2146081,CHHABI CHAKRAVORTY,25-May-2023 03:15 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2145223,KUMOD BAGH,24-May-2023 07:16 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2146823,MAHAKUL CONSTRUCTION,25-May-2023 05:59 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2145354,PINTU NAIK,25-May-2023 01:47 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2146115,RAJESH KUMAR PATEL,25-May-2023 12:21 AM,Accepted-AOC,Lottery Winner,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2146803,ROJASH MAHAKUL,25-May-2023 04:54 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2146085,SAMARENDRA PATTA,25-May-2023 12:04 AM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
