S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Up-gradation of sub-station capacity from 63KVA to 250KVA for load enhancement from 9Kw to 62Kw of PHD pump house at DNK colony Umerkote under Special Central Assistance for the year 2022-23,Up-gradation of sub-station capacity from 63KVA to 250KVA for load enhancement from 9Kw to 62Kw of PHD pump house at DNK colony Umerkote,Please refer Tender documents. ,NA ,"7,80,801",Civil Works - Water Works,NA ,Rate Contract,120.0,60.0,Umerkote,764020.0,NA ,NA ,NA ,"Executive Engineer, PHD, Koraput",No ,No,"Executive Engineer, PHD, Koraput","Executive Engineer, PHD, Koraput","4,000",0.0,Nil,Nil,No,06-Apr-2023 11:00 AM,19-Apr-2023 11:00 AM,06-Apr-2023 11:00 AM,18-Apr-2023 05:00 PM,06-Apr-2023 11:00 AM ,17-Apr-2023 05:00 PM ,06-Apr-2023 11:00 AM,18-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit etc. as per DTCN,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.24 of 2022-23,2023_PHEO_87543_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"7,900",Yes,fixed,,Nil,Nil,AOC,"Executive Engineer, P.H. Division, Koraput",Internal,"AEEs, DAO and Estimator under this division",Chiranjibi Mahali,26-Jul-2023 11:43 AM,techsummary_433146.pdf (577.49 KB),1,2114070,CHANDAN NAYAK,17-Apr-2023 07:34 PM,Rejected-Technical,Rejected,26-Jul-2023 11:43 AM,Finance,Three bidders are qualified,Chiranjibi Mahali,26-Jul-2023 11:40 AM,finance_433146.pdf,BOQ Comparative Chart,1.0,2115031.0,RAMESH CHANDRA BISWAL,INR,"663,759",26-Jul-2023,"INR 780,801",60.0,Chiranjibi Mahali,26-Jul-2023 11:47 AM,aoc.pdf (2891.00 KB),AOC,PHEO||PH Circle Bhawanipatna||PH Division Koraput,2023_PHEO_87543_1,NIT No.24 of 2022-23,Up-gradation of sub-station capacity from 63KVA to 250KVA for load enhancement from 9Kw to 62Kw of PHD pump house at DNK colony Umerkote under Special Central Assistance for the year 2022-23,"Executive Engineer, P.H. Division, Koraput",Internal,"AEEs, DAO and Estimator under this division",Chiranjibi Mahali,26-Jul-2023 11:46 AM,finsummary_433146.pdf (577.49 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2115962,M/S D. P. ASSOCIATES,18-Apr-2023 03:19 PM,Rejected-Finance,Lottery drawn and not qualified,26-Jul-2023 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2115031,RAMESH CHANDRA BISWAL,17-Apr-2023 01:29 PM,Accepted-AOC,AOC,26-Jul-2023 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
