S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,"7,080",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Copy of PAN, GST, Affidavits,Certificates, Formats, Schedules and other documents as per DTCN",08-Jun-2023 11:50 AM,26-Jun-2023 12:30 PM,08-Jun-2023 11:50 AM,23-Jun-2023 05:00 PM,NA ,NA ,08-Jun-2023 11:50 AM,23-Jun-2023 05:00 PM,WATCO Bhubaneswar||Director (Projects) Watco||GM WATCO PROJECT DIVISION SAMBALPUR,05 / Project/WATCO/SBP/ 2023-24 Dated 03.06.2023,2023_WPDS_89719_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Corrigendum-I,Date,,Laying of 450 mm dia RCC NP3 Sewer and Construction of 1500 mm dia manhole chambers from MH- 2765(Upahar Hotel) to MH-2323(Zilla School Chowk) along Sakhipada-Uphar Palace hotel road in Catchment-3 in part commissioning area of Sambalpur Sewerage Sys,Laying of 450 mm dia RCC NP3 Sewer and Construction of 1500 mm dia manhole chambers from MH- 2765(Upahar Hotel) to MH-2323(Zilla School Chowk) along Sakhipada-Uphar Palace hotel road in Catchment-3 in part commissioning area of Sambalpur Sewerage Sys,NA ,NA ,"31,80,534",Civil Works - Water Works,Sewerage Works ,Tender,120.0,60.0,"Sakhipada, Sambalpur",768001.0,NA ,NA ,NA ,Sambalpur,No ,No,"General Manager, WATCO Project Division, Sambalpur","General Manager, WATCO Project Division, Sambalpur","32,000",Yes,fixed,,Nil,Nil,AOC,1.0,2162912.0,BISMAYA KUMAR MISHRA,INR,"3,180,534",09-Jul-2023,"INR 3,180,534.42",60.0,Rajesh Kumar Nayak,09-Jul-2023 07:44 PM,462-463_05.07.23.pdf (680.00 KB),Rajesh Kumar Nayak,Internal,"Hrudananda Swain, Pramila Bag",Rajesh Kumar Nayak,09-Jul-2023 07:39 PM,finsummary_440669.pdf (667.03 KB),WATCO Bhubaneswar||Director (Projects) Watco||GM WATCO PROJECT DIVISION SAMBALPUR,2023_WPDS_89719_1,05 / Project/WATCO/SBP/ 2023-24 Dated 03.06.2023,Laying of 450 mm dia RCC NP3 Sewer and Construction of 1500 mm dia manhole chambers from MH- 2765(Upahar Hotel) to MH-2323(Zilla School Chowk) along Sakhipada-Uphar Palace hotel road in Catchment-3 in part commissioning area of Sambalpur Sewerage Sys,1,2162912,BISMAYA KUMAR MISHRA,21-Jun-2023 03:25 PM,Accepted-AOC,L1,09-Jul-2023 07:45 PM,Rajesh Kumar Nayak,Internal,"Hrudananda Swain,Pramila Bag",Rajesh Kumar Nayak,09-Jul-2023 07:22 PM,techsummary_440669.pdf (667.03 KB),Finance,Two nos of bids are admitted for opening and further evaluation,Rajesh Kumar Nayak,29-Jun-2023 04:23 PM,,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2162942,MAA MANGALA CONSTRUCTION,22-Jun-2023 11:18 AM,Rejected-AOC,L2,09-Jul-2023 07:45 PM,,,,,,,,,,,,,AOC
