EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"6,68,109",Yes,fixed,,Nil,Nil,Execution of Rural Piped Water Supply Project to 4 nos villages of Krandibali GP and 7 nos villages of PAKARI GP under Phiringia Block in Kandhamal Districtincluding 5 years operation and Maintenance,Execution of Rural Piped Water Supply Project to 4 nos villages of Krandibali GP and 7 nos villages of PAKARI GP under Phiringia Block in Kandhamal Districtincluding 5 years operation and Maintenance,Please refer Tender documents. ,NA ,"6,68,10,870",Civil Works - Water Works,NA ,Tender,180.0,540.0,Kandhamal,751001.0,EIC RWSS ODISHA BHUBANESWAR ,EIC RWSS ODISHA BHUBANESWAR ,21-Mar-2023 11:30 AM ,EIC RWSS ODISHA BHUBANESWAR,No ,No,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,DTCN,"10,000",0.0,Nil,Nil,No,14-Mar-2023 06:00 PM,31-Mar-2023 11:30 AM,14-Mar-2023 06:00 PM,28-Mar-2023 05:00 PM,14-Mar-2023 06:00 PM ,20-Mar-2023 05:00 PM ,14-Mar-2023 06:00 PM,28-Mar-2023 05:00 PM,17-Apr-2023 05:30 PM,EIC RWSS ODISHA BHUBANESWAR,EIC RWSS ODISHA BHUBANESWAR,Rural Water Supply and Sanitation,EIC/RWSS/61/22-23,2023_RWSS_86914_1,Yes,National Competitive Bid,Lump-sum,Works,2.0,No,No,Online,No,No,No,AOC,Finance,01 BID OPENED.,Pramod Kumar Nayak,17-Apr-2023 05:51 PM,,BOQ Comparative Chart,17-Jul-2023,"INR 70,418,656.98",540.0,Pramod Kumar Nayak,17-Jul-2023 05:52 PM,LOA61.PDF (177.00 KB),Contact awarded to L1 bidder after negotiation in the financial bid,1.0,2104765.0,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",INR,"69,817,359",Secretary,Internal,Director EIC Chief Engineer Law Finance,Pramod Kumar Nayak,17-Jul-2023 05:49 PM,finsummary_431112.pdf (44.04 KB),Technical,02 bids opened.,Pramod Kumar Nayak,31-Mar-2023 04:41 PM,,Rural Water Supply and Sanitation,2023_RWSS_86914_1,EIC/RWSS/61/22-23,Execution of Rural Piped Water Supply Project to 4 nos villages of Krandibali GP and 7 nos villages of PAKARI GP under Phiringia Block in Kandhamal Districtincluding 5 years operation and Maintenance,1,2104603,M/S MAHAVEER AGENCY,28-Mar-2023 04:40 PM,Rejected-Technical,Reject,17-Apr-2023 02:53 PM,EIC RWSS Bhubaneswar,Internal,CE O/o EIC RWSS Circle Bolangir ACE O/o EIC ACE O/o RWSS Circle Balasore SE TP O/o EIC SE D O/o EIC AO O/o EIC,Pramod Kumar Nayak,17-Apr-2023 02:53 PM,17-Apr-2023 05:30 PM,techsummary_431112.pdf (725.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2104765,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",27-Mar-2023 07:01 PM,Accepted-AOC,L1 and negotiated,17-Jul-2023 05:54 PM,,,,,,,,AOC
