Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||DASAMANTAPUR Block,01/2023-24,2023_PRZDA_89324_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,"36,500",Yes,fixed,,BDO Dasmantpur,Dasmantpur,1.0,Date extension,Date,,26-May-2023 11:00 AM,23-Jun-2023 11:00 AM,26-May-2023 11:00 AM,17-Jun-2023 05:00 PM,NA ,NA ,26-May-2023 11:00 AM,17-Jun-2023 05:00 PM,"6,000",BDO Dasmantpur,Dasmantpur,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Construction of 2nos. of Addl.classroom along with infrastructure development of RKA degree college, Dasmantpur","Construction of 2nos. of Addl.classroom along with infrastructure development of RKA degree college, Dasmantpur",Please refer tender documents ,NA ,"36,41,439",Civil Works - Buildings,NA ,Tender,60.0,180.0,DASMANTPUR,764028.0,NA ,NA ,NA ,BDO CHAMBER DASMANTPUR,No ,No,1.0,DD - Demand Draft,BDO DASMANTPUR,"PANCHAYAT SAMITI, DASMANTPUR",AOC,BLOCK DEVELOPMENT OFFICER,Internal,,Dambrudhar Mallick,27-Jul-2023 03:45 PM,techsummary_439230.pdf (248.50 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||DASAMANTAPUR Block,2023_PRZDA_89324_1,01/2023-24,"Construction of 2nos. of Addl.classroom along with infrastructure development of RKA degree college, Dasmantpur",1.0,2156519.0,SUMIT SEMARLIA,INR,"3,634,152",1.0,2154778.0,RAMESH NAYAK,17-Jun-2023 11:59 AM,Rejected-Technical,quoted excess,27-Jul-2023 03:45 PM,BLOCK DEVELOPMENT OFFICER,Internal,,Dambrudhar Mallick,27-Jul-2023 03:55 PM,finsummary_439230.pdf (248.50 KB),Finance,02 nos of Bid has been received and accepted,Dambrudhar Mallick,27-Jul-2023 03:39 PM,,BOQ Comparative Chart,31-Jul-2023,"INR 3,634,152",180.0,Dambrudhar Mallick,27-Jul-2023 03:59 PM,02.pdf (339.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Additional Documents,Other,,,,,,,,,,,,,,,,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert, No Relation Cert",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,2156519.0,SUMIT SEMARLIA,17-Jun-2023 01:29 PM,Accepted-AOC,all documents submitted,27-Jul-2023 04:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding authenticity of docs,IT Return, GST clearance certificate,Other docs as per DTCN",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
