S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2163192.0,K N MISHRA CONSTRUCTIONS (INDIA) PVT LTD,19-Jun-2023 02:34 PM,Rejected-Finance,DUE TO L2 BIDDER,19-Jul-2023 04:01 PM,Technical,2 NOS. OF BIDDERS HAVE PARTICIPATED,Bikram Keshari Malla,21-Jun-2023 01:53 PM,,Finance,FINANCIL BID OPEN AND COMPARATIVE GENERATED,DURGA CHARANA MISHRA,26-Jun-2023 12:09 PM,,BOQ Comparative Chart,AS PER AS ACCEPTANC LETTER,Internal,AS PER AS ACCEPTANC LETTER,Bikram Keshari Malla,19-Jul-2023 04:01 PM,finsummary_440084.pdf (791.32 KB),19-Jul-2023,"INR 191,058,282",360.0,Bikram Keshari Malla,19-Jul-2023 04:03 PM,WORKD.pdf (1993.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 18.07.2023,AS PER TC MINUTES,Internal,AS PER TC MINUTES,DURGA CHARANA MISHRA,24-Jun-2023 12:40 PM,26-Jun-2023 11:00 AM,techsummary_440084.pdf (363.04 KB),Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_89612_1,11/OPHWC/2023-24,"Cluster of constn.of different works at MSCB University Baripada Dist,Mayurbhanj.",1.0,2162384.0,P K BEHURA AND Co Infra Pvt Ltd,INR,"191,058,282",AOC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","Cluster of constn.of different works at MSCB University Baripada Dist,Mayurbhanj.",Building Work,Please refer Tender documents  ,NA ,"19,16,90,863",Civil Works - Buildings,NA ,Tender,90.0,360.0,MAYURBHANJ,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,Orissa State Police Housing and Welfare Corporation Ltd,11/OPHWC/2023-24,2023_OSPHW_89612_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,PLAN AND ELEVATION,Other,,1.0,ICICI BANK,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,05-Jun-2023 06:55 PM,21-Jun-2023 11:00 AM,05-Jun-2023 06:55 PM,19-Jun-2023 05:00 PM,05-Jun-2023 06:55 PM ,08-Jun-2023 05:00 PM ,05-Jun-2023 06:55 PM,19-Jun-2023 05:00 PM,26-Jun-2023 11:00 AM,"19,16,900",Yes,fixed,,Nil,Nil,AOC
2.0,2162384.0,P K BEHURA AND Co Infra Pvt Ltd,19-Jun-2023 12:29 PM,Accepted-AOC,QUALIFIED BIDDER,19-Jul-2023 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
