Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Sundargarh,2023_OSCSC_87461_1,990 DT 31.03.2023,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS point of Nuagaon Block for the biennial 2023-25,1.0,2113721.0,SANTOSH YADAV,INR,"4,844,034","COLLECTOR, SUNDARGARH",Internal,ALO SUNARGARH RTO SUNDARGARH DSWO SUNDARGARH CSO SUNDARGARH SUBCOLLECTOR SADAR SUNDARGARH,Durga Charan Beshra,06-Jun-2023 12:30 PM,07-Jun-2023 05:15 PM,techsummary_433040.pdf (1454.59 KB),20-Jul-2023,"INR 4,844,034",620.0,Durga Charan Beshra,20-Jul-2023 04:10 PM,Nuagaon.pdf (896.00 KB),Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS point of Nuagaon Block for the biennial 2023-25,"COLLECTOR, SUNDARGARH",Internal,SUBCOLLECTOR SADAR SUNDARGARH ALO SUNDARGARH RTO SUNDARGARH DSWO SUNDARGARH CSO SUNDARGARH,Durga Charan Beshra,20-Jul-2023 04:07 PM,finsummary_433040.pdf (895.72 KB),1,2119615,DINDAYAL SHAH,23-Apr-2023 10:56 PM,Not Admitted-Finance,Price Bid not complied,20-Jul-2023 04:05 PM,Technical,Proceedings of DLTC for finalization Technical Bid for Nuagaon Block for Level-II Transport Contractor for biennial 2023-25,Durga Charan Beshra,06-Jun-2023 12:25 PM,technical_433040.pdf,Finance,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS point of Nuagaon Block for the biennial 2023-25,Durga Charan Beshra,20-Jul-2023 04:05 PM,finance_433040.pdf,BOQ Comparative Chart,AOC,"Chief CSO/ CSO-cum-DM, OSCSC Ltd. Sundargarh","O/o Chief CSO/ CSO-cum-DM, OSCSC Ltd. Sundargarh",Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS point of Nuagaon Block for the biennial 2023-25,Selection and appointment of Level-II Transport Contractor for transportation of food grains from RRC to all FPS point of Nuagaon Block for the biennial 2023-25,Please refer to tender documents ,NA ,"48,44,034",Handling and Transportation,Transportation ,Tender,45.0,700.0,Sundargarh,770001.0,"O/o C/CSO-cum-DM, OSCSC Ltd., Sundargarh ","O/o C/CSO-cum-DM, OSCSC Ltd., Sundargarh ",05-Apr-2023 11:00 AM ,"O/o Collector Chamber, Sundargarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,1.0,ICICI BANK,04-Apr-2023 11:00 AM,26-Apr-2023 10:30 AM,04-Apr-2023 11:00 AM,24-Apr-2023 05:30 PM,04-Apr-2023 11:00 AM ,21-Apr-2023 12:00 PM ,04-Apr-2023 11:00 AM,24-Apr-2023 05:30 PM,07-Jun-2023 05:15 PM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Sundargarh,990 DT 31.03.2023,2023_OSCSC_87461_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,"2,42,202",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2120636,KISHAN AGARWAL,24-Apr-2023 02:01 PM,Not Admitted-Finance,Price Bid not complied,20-Jul-2023 04:05 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDERCALLNOTICE,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2113721,SANTOSH YADAV,24-Apr-2023 03:44 PM,Accepted-AOC,Qualified in Financial Bid,20-Jul-2023 04:10 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
