Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",Nil,Nil,No,Construction of Sub Centre at Sirlo of Sirlo GP,Construction of Sub Centre Building,Please refer Tender documents. ,NA ,"28,43,879",Civil Works - Buildings,NA ,Tender,90.0,240.0,Sirlo,754207.0,NA ,NA ,NA ,Nischintakoili Block,No ,No,"29,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NISCHINTAKOILI Block,NKB-01/2022-23,2023_PRBNC_87497_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"BDO, Nishintakoili",Panchayata Samiti Nischintakoili,07-Apr-2023 10:00 AM,24-Apr-2023 11:30 AM,07-Apr-2023 10:00 AM,21-Apr-2023 05:00 PM,07-Apr-2023 10:00 AM ,21-Apr-2023 03:00 PM ,07-Apr-2023 10:00 AM,21-Apr-2023 05:00 PM,AOC,"BDO, Nischintakoili",Internal,"ABDO,AEE,SO,Cashier, JE",Dibya Jyoti Smrutiranjan Deo,13-Jul-2023 12:32 PM,techsummary_433297.pdf (384.88 KB),1.0,2115122.0,Prasanta Kumar Gochhayat,INR,"2,417,752",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NISCHINTAKOILI Block,2023_PRBNC_87497_4,NKB-01/2022-23,Construction of Sub Centre at Sirlo of Sirlo GP,1,2118467,BHRAMAR BARA BEHERA,21-Apr-2023 12:58 PM,Rejected-AOC,L2,13-Jul-2023 01:37 PM,"BDO, Nischintakoili",Internal,"ABDO,AEE,SO,Cashier,JE",Dibya Jyoti Smrutiranjan Deo,13-Jul-2023 12:38 PM,finsummary_433297.pdf (384.89 KB),Finance,The bidder Sri Prasanta Kumar Gochhayat is found as L1 and is selected for execution of Work.,Bibhu Datta Routray,20-May-2023 12:45 PM,finance_433297.pdf,BOQ Comparative Chart,13-Jul-2023,"INR 2,417,752",240.0,Dibya Jyoti Smrutiranjan Deo,13-Jul-2023 01:37 PM,AocSirlo.pdf (302.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2115122,Prasanta Kumar Gochhayat,19-Apr-2023 12:01 PM,Accepted-AOC,L1,13-Jul-2023 01:37 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2118247,SUDHAKAR SAHOO,20-Apr-2023 08:37 PM,Rejected-AOC,L2,13-Jul-2023 01:37 PM,,,,,,,,,,,,,,,,,,,AOC
