Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Rural Water Supply and Sanitation,2023_RWSS_89024_1,EIC/RWSS/09/23-24,Execution of Retrofitting of PWS from 40LPCD to 70LPCD to Kakatpur and Adj villages in Kakatpur and Katakana GPs Under Kakatpur Block under Puri District including Five years Operation and Maintenance,Technical,05 bids opened.,Pramod Kumar Nayak,17-Jun-2023 04:31 PM,,EIC RWSS Bhubaneswar,Internal,CE-I CE-II ACE PMDI circle Bhubaneswar ACE RWSS circle Bhubaneswar SE Desisgn AO Oo EIC RWSS.,Pramod Kumar Nayak,27-Jul-2023 01:08 PM,finsummary_438008.pdf (1344.76 KB),1.0,2157434.0,PM CONTRACTORS PRIVATE LIMITED,INR,"91,281,855.7",27-Jul-2023,"INR 91,281,855.7",540.0,Pramod Kumar Nayak,27-Jul-2023 01:14 PM,LOA09.pdf (215.00 KB),L1 and winner of the lottery,Finance,03 Bids opened,Pramod Kumar Nayak,28-Jun-2023 05:15 PM,,BOQ Comparative Chart,EIC RWSS Bhubaneswar,Internal,CE-I CE-II ACE O/o EIC ACE-PMDI SE O/o EIC SE(D) O/o EIC,Pramod Kumar Nayak,28-Jun-2023 02:08 PM,28-Jun-2023 05:00 PM,techsummary_438008.pdf (571.82 KB),1,2159491,BISWAJIT SAHU,14-Jun-2023 08:21 PM,Rejected-Technical,Reject,28-Jun-2023 02:08 PM,AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,Rural Water Supply and Sanitation,EIC/RWSS/09/23-24,2023_RWSS_89024_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,EIC RWSS ODISHA BHUBANESWAR,EIC RWSS ODISHA BHUBANESWAR,1.0,CORRIGENDUM,Other,,Execution of Retrofitting of PWS from 40LPCD to 70LPCD to Kakatpur and Adj villages in Kakatpur and Katakana GPs Under Kakatpur Block under Puri District including Five years Operation and Maintenance,Execution of Retrofitting of PWS from 40LPCD to 70LPCD to Kakatpur and Adj villages in Kakatpur and Katakana GPs Under Kakatpur Block under Puri District including Five years Operation and Maintenance,Please refer Tender documents. ,NA ,"10,14,13,016",Civil Works - Water Works,NA ,Tender,180.0,540.0,Puri,751001.0,EIC RWSS ODISHA BHUBANESWAR ,EIC RWSS ODISHA BHUBANESWAR ,23-May-2023 11:30 AM ,EIC RWSS ODISHA BHUBANESWAR,No ,No,1.0,ICICI BANK,"10,14,130",Yes,fixed,,Nil,Nil,16-May-2023 01:45 PM,17-Jun-2023 11:30 AM,16-May-2023 01:45 PM,15-Jun-2023 05:00 PM,16-May-2023 01:45 PM ,22-May-2023 05:00 PM ,16-May-2023 01:45 PM,15-Jun-2023 05:00 PM,28-Jun-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2160605,CHANDAN SINGH,15-Jun-2023 03:57 PM,Rejected-Technical,Reject,28-Jun-2023 02:08 PM,AOC,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2159220,KSHETRAMOHAN RANA,15-Jun-2023 01:48 PM,Rejected-Finance,L3,27-Jul-2023 01:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2157434,PM CONTRACTORS PRIVATE LIMITED,12-Jun-2023 05:41 PM,Accepted-AOC,L1 and winner of the lottery,27-Jul-2023 01:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2160491,SUSANTA KUMAR NAYAK,15-Jun-2023 01:51 PM,Rejected-AOC,Rejected,27-Jul-2023 01:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
