S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",24-May-2023 09:00 AM,08-Jun-2023 11:00 AM,24-May-2023 09:00 AM,07-Jun-2023 05:00 PM,24-May-2023 09:00 AM ,29-May-2023 05:00 PM ,24-May-2023 09:00 AM,07-Jun-2023 05:00 PM,26-Jun-2023 11:00 AM,Orissa State Police Housing and Welfare Corporation Ltd,09/OPHWC/2023-24,2023_OSPHW_89239_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"2,07,800",Yes,fixed,,Nil,Nil,Construction of Police Station Building at Sadar Puri.,Building Work,Please refer Tender documents  ,NA ,"2,07,77,769",Civil Works - Buildings,NA ,Tender,90.0,300.0,Puri,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,AOC,26-Jul-2023,"INR 19,992,370",300.0,Bikram Keshari Malla,26-Jul-2023 12:23 PM,W.O.SADAR-PURI.pdf (368.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DT.25.07.2023,AS PER ACCEPTANCE LETTER,Internal,AS PER ACCEPTANCE LETTER,Bikram Keshari Malla,26-Jul-2023 12:22 PM,finsummary_438849.pdf (284.75 KB),Technical,TWO BIDDERS HAVE PARTICIPATED,Bikram Keshari Malla,08-Jun-2023 12:50 PM,,1.0,2152060.0,ASISH KUMAR MOHANTY,01-Jun-2023 01:20 PM,Rejected-Technical,Due to Absent in Point of Presentation as per DTCN Cl.110(m),24-Jun-2023 12:54 PM,Finance,FINANCIL BID OPEN AND COMPARATIVE GENERATED,DURGA CHARANA MISHRA,26-Jun-2023 12:06 PM,,BOQ Comparative Chart,1.0,2156801.0,MAA JAY DURGA CONSTRUCTION,INR,"19,992,370",Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_89239_3,09/OPHWC/2023-24,Construction of Police Station Building at Sadar Puri.,AS PER TC MINUTES,Internal,AS PER TC MINUTES,DURGA CHARANA MISHRA,24-Jun-2023 12:54 PM,26-Jun-2023 11:00 AM,techsummary_438849.pdf (106.42 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,2156801.0,MAA JAY DURGA CONSTRUCTION,07-Jun-2023 04:26 PM,Accepted-AOC,QUALIFIED BIDDER,26-Jul-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
