Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN Card, GSTIN Reg. Certificate etc.","10,110",Yes,fixed,,Nil,Nil,"PA, ITDA, Kaptipada","AT/PO- Udala, Mayurbhanj","Const. Of Kitchen, Store with Gas Chamber at Basipitha High School under Khunta Block","Const. Of Kitchen, Store with Gas Chamber at Basipitha High School under Khunta Block",D and C ,NA ,"10,10,500",Civil Works - Buildings,NA ,Tender,90.0,90.0,Khunta,757041.0,NA ,NA ,NA ,"ITDA, Kaptipada, Udala",No ,No,29-Mar-2023 10:00 AM,17-Apr-2023 11:00 AM,29-Mar-2023 10:00 AM,13-Apr-2023 05:00 PM,NA ,NA ,29-Mar-2023 10:00 AM,13-Apr-2023 05:00 PM,1.0,ICICI BANK,ST and SC Development Deptt||ITDA Kaptipada,ITDAKPD-01/2022-23,2023_STSCD_87266_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,ST and SC Development Deptt||ITDA Kaptipada,2023_STSCD_87266_3,ITDAKPD-01/2022-23,"Const. Of Kitchen, Store with Gas Chamber at Basipitha High School under Khunta Block",1.0,2110865.0,RANJEETA PRUSTY,INR,"859,026",Collector,Internal,"PA, AEE, APD",BANAMALI NANDA,18-Jul-2023 06:08 PM,techsummary_432275.pdf (3523.54 KB),21-Jul-2023,"INR 859,026",90.0,DEBADATTA PANDA,21-Jul-2023 01:03 PM,03.pdf (214.00 KB),AOC,Collector,Internal,"PA, AEE, APD",BANAMALI NANDA,21-Jul-2023 12:17 PM,finsummary_432275.pdf (2319.64 KB),Finance,Tender Opened,BANAMALI NANDA,07-May-2023 07:25 PM,finance_432275.pdf,BOQ Comparative Chart,1,2111871,AMBUJEE RATH,11-Apr-2023 06:13 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2113276,ANUJ DAS,12-Apr-2023 07:55 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2111445,HARISH CHANDRA MAJHI,11-Apr-2023 05:44 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2111409,MAHADEBI PARTIHARI,11-Apr-2023 06:27 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2110874,MANAS KUMAR PRUSTY,12-Apr-2023 08:24 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2110437,PRANAY KUMAR CHOUDHURY,10-Apr-2023 05:28 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2110865,RANJEETA PRUSTY,12-Apr-2023 07:12 AM,Accepted-AOC,qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2110366,SASMITA RANI PATTANAYAK,10-Apr-2023 11:34 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2111928,SRI SIMANTA KUMAR TRIPATHY,10-Apr-2023 08:42 PM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2113461,SUBHASISH PATI,13-Apr-2023 11:40 AM,Rejected-AOC,Not qualify in Lottery,21-Jul-2023 01:04 PM,AOC
