Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Project Administrator ITDA Kuchinda,At/Po-Kuchinda,"14,200",Yes,fixed,,Nil,Nil,19-May-2023 09:00 AM,26-May-2023 09:00 AM,19-May-2023 09:00 AM,25-May-2023 06:00 PM,19-May-2023 09:00 AM ,25-May-2023 06:00 PM ,19-May-2023 09:00 AM,25-May-2023 06:00 PM,"6,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Kuchinda,ITDAKCD-01/2023-24,2023_STSCD_89121_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,Infrastructure development of ICT Education and smart learning facility centre at Govt SSD High School Tangarmunda,Infrastructure development of ICT Education and smart learning facility centre at Govt SSD High School Tangarmunda,As per DTCN ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Tangarmunda Bamra,768222.0,NA ,NA ,NA ,O/o the Project Administrator ITDA Kuchinda,No ,No,1.0,ICICI BANK,AOC,01-Jul-2023,"INR 1,202,185",90.0,HEMASAGAR BHOI,06-Jul-2023 11:02 AM,Workorder1.pdf (548.00 KB),As per Agreement,Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 07:07 PM,finsummary_438504.pdf (3230.36 KB),Finance,The tender has been opened successfully.,HEMASAGAR BHOI,26-May-2023 09:59 AM,finance_438504.pdf,BOQ Comparative Chart,1,2146628,INDRADEV CHOUDHURY,25-May-2023 02:24 PM,Rejected-AOC,Lottery Losing,06-Jul-2023 11:05 AM,ST and SC Development Deptt||ITDA Kuchinda,2023_STSCD_89121_1,ITDAKCD-01/2023-24,Infrastructure development of ICT Education and smart learning facility centre at Govt SSD High School Tangarmunda,1.0,2146783.0,ROJASH MAHAKUL,INR,"1,202,185",Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 06:44 PM,techsummary_438504.pdf (8222.61 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,2,2146810,MAHAKUL CONSTRUCTION,25-May-2023 04:36 PM,Rejected-AOC,Lottery Losing,06-Jul-2023 11:05 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2146097,RAJESH KUMAR PATEL,24-May-2023 10:49 PM,Rejected-AOC,Lottery Losing,06-Jul-2023 11:05 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2146075,RAJESH PAIKRAY,25-May-2023 11:29 AM,Rejected-AOC,Lottery Losing,06-Jul-2023 11:05 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2146783,ROJASH MAHAKUL,25-May-2023 05:45 PM,Accepted-AOC,Lottery Winner,06-Jul-2023 11:05 AM,,,,,,,,,,,,,,,,AOC
