Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,2089203,DIPTA RANJAN JENA,02-Mar-2023 05:07 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,2095280,Gourahari Sahoo,04-Mar-2023 02:42 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,2092053,G S Sabyasachi Barik,27-Feb-2023 05:30 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,2094605,Henarani Jena,03-Mar-2023 12:52 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,2094607,Jitendralal Sahoo,04-Mar-2023 11:02 AM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,2094209,MANAS RANJAN SAHOO,02-Mar-2023 02:07 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,2094973,Manmohan Mohanty,04-Mar-2023 09:54 AM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,2093686,Manoj Kumar Palai,01-Mar-2023 06:42 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,2094833,MIHIR RANJAN MOHANTY,03-Mar-2023 08:28 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,2095111,Papu Mohapatra,04-Mar-2023 12:18 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,2094629,PRAKASH KUMAR MOHAPATRA,03-Mar-2023 12:59 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,2092382,Pramod Kumar Nath,28-Feb-2023 12:55 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,2094865,PRAVAKAR SAHOO,03-Mar-2023 06:31 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,2094959,PRAVAT KUMAR SAHOO,04-Mar-2023 04:22 AM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,2094897,RAKESH KUMAR SAHOO,03-Mar-2023 07:52 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,2094656,Ramesh Chandra Malik,03-Mar-2023 01:27 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,2095032,ROHITASWA DASH,04-Mar-2023 11:50 AM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,2095204,Samarendra Kabi,04-Mar-2023 01:38 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,2094852,SANJAYA KUMAR JENA,03-Mar-2023 05:44 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,2094396,Sasikanta Das,02-Mar-2023 05:12 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,2094803,SATYAM KUMAR BHUYAN,03-Mar-2023 05:09 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,2095241,SATYA RANJAN MOHAPATRA,04-Mar-2023 03:12 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,2094935,SOMALISHA DAS (S.C.),03-Mar-2023 10:04 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,2092131,SUNIL KUMAR SETHI,01-Mar-2023 05:20 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,2095102,Susanta Puhan,04-Mar-2023 01:34 PM,Rejected-Finance,Did not won the lottery.,28-Apr-2023 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
