Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Finance,All bids are admitted,NAMRATA MODI,27-Jun-2023 11:23 AM,finance_435782.pdf,BOQ Comparative Chart,1.0,2131176.0,SAMBIT KUMAR BEHURA,INR,"2,832,996",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,2023_PRSKI_88381_29,TENDER ONLINE 01 SUKINDA OF 2023-24,Sub-Center building at Bartanda,BDO SUKINDA,Internal,,NIRAKAR MOHAKUD,30-Jun-2023 12:58 PM,finsummary_435782.pdf (1093.87 KB),BDO SUKINDA,Internal,,NIRAKAR MOHAKUD,27-Jun-2023 06:35 PM,techsummary_435782.pdf (1093.87 KB),01-Jul-2023,"INR 2,832,996",240.0,NAMRATA MODI,01-Jul-2023 12:18 PM,subcentreBartanda.pdf (151.00 KB),1,2131926,BATAKRUSHNA MAHALIK,06-May-2023 03:51 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:19 PM,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,TENDER ONLINE 01 SUKINDA OF 2023-24,2023_PRSKI_88381_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"33,400",Yes,fixed,,Nil,Nil,BLOCK DEVELOPMENT OFFICER SUKINDA,"PANCHAYAT SAMITI, SUKINDA DIST- JAJPUR PS-SUKINDA PIN-755018",Sub-Center building at Bartanda,Works,Please refer Tender documents. ,NA ,"33,32,544",Civil Works - Buildings,NA ,Tender,90.0,240.0,PANCHAYAT SAMITI SUKINDA,755018.0,NA ,NA ,NA ,PANCHAYAT SAMITI SUKINDA,No ,No,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN,AFFIDAVIT, ONLINE CHALLAN OF TENDER COST, EMD AND OTHER DOCUMENT AS PER DTCN",25-Apr-2023 05:00 PM,08-May-2023 11:30 AM,25-Apr-2023 05:00 PM,06-May-2023 05:00 PM,25-Apr-2023 05:00 PM ,04-May-2023 05:00 PM ,25-Apr-2023 05:00 PM,06-May-2023 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2131023,kamalakanta mahalik,05-May-2023 06:29 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2131502,KSHIROD KUMAR BARIK,06-May-2023 12:04 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2131176,SAMBIT KUMAR BEHURA,06-May-2023 09:19 AM,Accepted-AOC,Tender awarded through lottery,01-Jul-2023 12:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2131196,SAROJ KANTA BEJ,06-May-2023 09:03 AM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2131618,SRIDHAR DEHURI,06-May-2023 01:21 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2130907,SUSANTA KUMAR MALLIK,05-May-2023 04:22 PM,Rejected-AOC,Disqualified through lottery,01-Jul-2023 12:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
